idx,region,n_matched_days,n_consecutive_differences,daily_corr,difference_corr
40.625_-106.875,north_america,3578,3431,0.8545714968393621,0.5487397077545779
40.625_-105.875,north_america,1701,1628,0.6226887218159165,0.39600292517263314
40.875_-117.625,north_america,2817,2683,0.5971675408008503,0.44219342791401645
40.875_-115.125,north_america,2651,2575,0.6296074298268518,0.2985932868035977
40.875_-111.875,north_america,3135,2997,0.8059912755137828,0.5185086408702843
40.875_-111.625,north_america,3401,3246,0.5878400421864675,0.31084733713961815
40.875_-111.125,north_america,2618,2520,0.7753029996349219,0.27644333572193147
40.875_-110.875,north_america,2449,2354,0.8381078479431965,0.40498745103383754
40.875_-110.625,north_america,2203,2101,0.7934272769510938,0.37120711056774974
40.875_-110.375,north_america,1998,1914,0.8025842964801824,0.5078631378649205
40.875_-110.125,north_america,2300,2191,0.5610898387940512,0.286790804254725
40.875_-109.875,north_america,1255,1190,0.6780089324054359,0.41735340972988694
40.875_-106.625,north_america,3767,3624,0.742995366958609,0.4082296672277886
41.125_-116.125,north_america,1799,1761,0.6782473224173826,0.23674011506522424
41.125_-111.375,north_america,2745,2666,0.7893299239073132,0.42677700850228195
41.125_-107.125,north_america,906,860,0.812165956841183,0.5086203243349253
41.125_-106.875,north_america,2492,2351,0.679831801638981,0.4187275436585037
41.125_-106.625,north_america,1999,1879,0.612052163016024,0.37230010915709283
41.125_-106.125,north_america,2558,2370,0.5466827119438392,0.2686353721393228
41.125_-105.375,north_america,3646,3401,0.44875555358925,0.28255146972218054
41.375_-118.875,north_america,1427,1349,0.22879768223497038,0.2679165987902553
41.375_-116.375,north_america,2276,2181,0.6751270683947906,0.4291384074420073
41.375_-111.875,north_america,1911,1859,0.8715079296294521,0.5725779217292697
41.375_-111.625,north_america,1259,1183,0.8577870188724924,0.5962531192740026
41.375_-111.375,north_america,3509,3404,0.8786092678652506,0.4544897598150764
41.375_-107.375,north_america,379,368,0.8367318530810053,0.35888620009288785
41.375_-106.625,north_america,914,872,0.7437912971047995,0.2986221183484944
41.375_-106.375,north_america,1414,1293,0.4341253817547597,0.322909329976842
41.375_-106.125,north_america,1172,1117,0.7696119567073515,0.43840448800772175
41.625_-117.625,north_america,2567,2476,0.6552073854147671,0.47444286651155426
41.625_-116.125,north_america,2453,2341,0.669785016642514,0.26373903244026764
41.625_-115.875,north_america,2293,2229,0.8900252941942458,0.4950183668574597
41.625_-115.375,north_america,2487,2417,0.662616681952725,0.23235568142594526
41.625_-115.125,north_america,278,270,0.8488485673980624,0.587581120687576
41.625_-111.375,north_america,2469,2371,0.7902005504993419,0.5836495527598076
41.875_-120.625,north_america,916,887,0.7851132605381451,0.28626167897939253
41.875_-119.375,north_america,1556,1509,0.8207137712883702,0.2023315675864083
41.875_-118.125,north_america,2892,2809,0.6711855340700645,0.44471175970311805
41.875_-117.625,north_america,1753,1680,0.595739980070203,0.424721804006823
41.875_-116.125,north_america,2628,2548,0.8262187861087488,0.4619159554497734
41.875_-115.625,north_america,2392,2303,0.8577982576944856,0.48248960444655525
41.875_-115.375,north_america,2257,2181,0.7510102275276362,0.4827000514824561
41.875_-115.125,north_america,3439,3296,0.6425844795324284,0.22031113370642383
41.875_-113.375,north_america,3746,3643,0.7929821186501895,0.5399135098256347
41.875_-111.625,north_america,2587,2507,0.8577063987036466,0.4157970559005873
41.875_-111.375,north_america,2459,2366,0.8972766950949429,0.5764101052576525
42.125_-115.125,north_america,3393,3296,0.6967845601954624,0.52900580812734
42.125_-114.375,north_america,3379,3240,0.558457697965049,0.3809155902899255
42.125_-114.125,north_america,1994,1878,0.7823752273810711,0.4264136678329503
42.125_-111.625,north_america,2382,2256,0.8153149853408446,0.4958737316297684
42.375_-122.375,north_america,632,609,0.9191702389720762,0.5316807342919807
42.375_-120.875,north_america,762,728,0.9133725921229346,0.3789978836597413
42.375_-111.125,north_america,2648,2581,0.791679909798789,0.557605456453833
42.375_-110.875,north_america,2028,1963,0.8921777580627815,0.48289208052801413
42.375_-105.875,north_america,3457,3265,0.8202723437579211,0.23732308327283927
42.375_-105.625,north_america,3278,3073,0.5320583157686575,0.2639352484164459
42.625_-121.375,north_america,90,86,0.733886110155443,0.07964023601288298
42.625_-116.625,north_america,3990,3877,0.779769919571835,0.38941569213187394
42.625_-110.875,north_america,2621,2526,0.8773499285453066,0.5252879683342921
42.625_-109.375,north_america,3346,3204,0.7006223573716918,0.21258162705602304
42.625_-109.125,north_america,2256,2164,0.7901495319307709,0.5129776787683229
42.625_-108.875,north_america,336,323,0.8708494748578713,0.15696593402644698
42.875_-122.125,north_america,261,254,0.5273008832587084,0.17169819964763822
42.875_-121.125,north_america,604,580,0.7744907961385381,0.25883385511493145
42.875_-118.625,north_america,521,484,0.6674669719021317,0.49184725051100997
42.875_-116.875,north_america,3526,3410,0.7110546789047756,0.5173788593056055
42.875_-112.375,north_america,1439,1383,0.7100937858726437,0.5314385457424925
42.875_-112.125,north_america,657,634,0.8631036356791926,0.5865321636057803
42.875_-111.375,north_america,3579,3496,0.7822670205072153,0.44458492696901014
42.875_-110.625,north_america,1529,1457,0.9080121333491071,0.49437197892666734
43.125_-121.875,north_america,375,364,0.9225196309065185,0.46132994531042315
43.125_-111.625,north_america,3305,3186,0.8414681296414411,0.5080394492689467
43.125_-110.125,north_america,2575,2505,0.7514766836909278,0.18338707182673042
43.375_-116.875,north_america,1691,1633,0.6732917258377004,0.4450279887036192
43.375_-114.875,north_america,413,401,0.867479780862923,0.7189379079139773
43.375_-110.375,north_america,1701,1652,0.7584438480183895,0.3632002752602985
43.625_-122.625,north_america,834,785,0.8792816047733717,0.6415203171042863
43.625_-114.875,north_america,123,116,0.06259945969010257,0.3637225984043408
43.625_-114.625,north_america,362,351,0.8602228437067787,0.554747436085432
43.625_-114.125,north_america,1330,1301,0.8466413178033614,0.4299070422418568
43.625_-113.875,north_america,3085,3008,0.7619992465599124,0.475124436535433
43.625_-110.125,north_america,1643,1575,0.6888893852765747,0.34888832564912076
43.625_-109.375,north_america,388,378,0.8830537754009842,0.49198702038283404
43.875_-122.125,north_america,279,266,0.9352689183842283,0.6782712924070604
43.875_-121.875,north_america,110,101,0.8724481853085866,0.6838133777555344
43.875_-116.125,north_america,4482,4297,0.7282752454810473,0.5404103755848186
43.875_-115.625,north_america,279,263,0.908439562832586,0.5526852155140742
43.875_-115.125,north_america,2953,2844,0.7590597126472267,0.4711626349405377
43.875_-114.625,north_america,2384,2298,0.8632595663556533,0.4758309742406504
43.875_-114.375,north_america,3194,3126,0.7925241833859528,0.39097009420025725
43.875_-114.125,north_america,1422,1385,0.8804414668002968,0.5072297804930834
43.875_-110.875,north_america,1207,1145,0.795160838020111,0.5884120132048214
44.125_-118.875,north_america,618,598,0.7868134857581799,0.09022935996958614
44.125_-115.375,north_america,1666,1624,0.9402804858602288,0.6736022542127444
44.125_-113.375,north_america,2373,2270,0.4734679867111342,0.2087173579144418
44.125_-110.625,north_america,3621,3500,0.7204155996963544,0.3426474129013785
44.125_-110.125,north_america,132,123,0.25520023254811675,0.2763810901149886
44.375_-120.375,north_america,300,284,0.5434645094533874,0.25191922158798996
44.375_-119.875,north_america,241,220,0.6125292351463032,0.22545541814103265
44.375_-116.375,north_america,3039,2975,0.7717909575159907,0.21662799282919912
44.375_-115.125,north_america,2608,2531,0.9198655019384347,0.6386115605095419
44.375_-111.875,north_america,2860,2754,0.7780781874439651,0.5191836096649127
44.375_-111.375,north_america,1487,1453,0.913470211186418,0.7052656857418564
44.375_-110.625,north_america,1656,1603,0.8503772829017117,0.5674465656428551
44.375_-107.125,north_america,181,172,0.6954160615476823,0.3252102539797921
44.625_-118.375,north_america,595,578,0.792233078725903,0.5554107352519203
44.625_-111.875,north_america,297,287,0.8948868140362394,0.23094047730940692
44.625_-107.625,north_america,349,333,0.6036856209926608,0.2644611299240977
44.625_-107.375,north_america,200,186,0.34771670293677537,-0.028693222215516234
44.625_-107.125,north_america,449,431,0.6969477176976965,0.032777721058736956
44.875_-118.125,north_america,690,669,0.8157799940553844,0.4058698398071533
44.875_-116.125,north_america,3000,2931,0.716966919202064,0.4748699943730468
44.875_-107.625,north_america,263,246,0.7795610470192708,0.29761407337168544
44.875_-107.375,north_america,320,301,0.752967552690471,0.48612663812263535
45.125_-123.375,north_america,375,359,-0.03614304440833335,0.09952185423638861
45.125_-121.875,north_america,1060,1036,0.8605105991551609,0.3207578190832691
45.125_-121.625,north_america,323,307,0.7375817697354307,0.2583037620154404
45.125_-119.375,north_america,410,396,0.3157670155323954,0.0029044353091437383
45.125_-117.125,north_america,136,122,0.3260010034953243,0.12577516580251635
45.125_-109.875,north_america,469,458,0.7720628594951887,0.24305631019548882
45.375_-122.125,north_america,188,187,0.8116535230526556,0.7415900056209282
45.375_-121.875,north_america,634,618,0.7065069906492278,0.4368881661413472
45.375_-121.625,north_america,459,430,0.28199217055498926,0.4808698011426888
45.375_-117.125,north_america,506,466,0.21039773196761083,0.07282529735312386
45.375_-110.875,north_america,98,89,0.27175856840154816,0.4863869599991039
45.625_-122.125,north_america,192,190,0.9051737969343733,0.8285910969481313
45.625_-118.125,north_america,503,476,0.45393667993392517,0.19020751714735482
46.125_-117.875,north_america,2861,2720,0.781185779396511,0.5318529523452585
46.125_-117.375,north_america,4215,4114,0.7773359422327105,0.422395027139205
46.125_-114.625,north_america,855,819,0.5379629754138766,0.3714674814360031
46.125_-114.375,north_america,482,469,0.6713313206738665,0.2791514048155818
46.125_-110.375,north_america,184,175,0.7182982867966285,0.6843376551673462
46.375_-121.125,north_america,180,172,0.8375412174678094,0.27996418407440504
46.375_-115.875,north_america,3686,3600,0.8693705211629708,0.5101386020770974
46.375_-114.625,north_america,2830,2746,0.514502031056293,0.40545380518751206
46.375_-113.375,north_america,267,260,0.7928511106838582,0.34896843864382526
46.375_-110.625,north_america,547,530,0.751966194727527,0.19023171679606277
46.625_-115.625,north_america,3567,3495,0.8333024612163388,0.6880120764479168
46.625_-115.375,north_america,1147,1099,0.7088154458553235,0.6050357119172984
46.875_-121.625,north_america,711,684,0.6590265015887787,0.10109340379885695
46.875_-116.875,north_america,3821,3715,0.6791689788767432,0.47117185300871306
46.875_-116.375,north_america,1987,1935,0.8318551926595558,0.6480728414012185
46.875_-116.125,north_america,1201,1116,0.08413684197214055,0.0033462848365723163
46.875_-112.625,north_america,191,183,0.8610615028203327,0.5743239247413425
46.875_-110.625,north_america,187,180,0.6414380575480205,0.3680648478604553
47.125_-121.875,north_america,872,808,0.5663207570978819,0.20426426405437412
47.125_-120.375,north_america,848,818,0.6276478243294791,0.5314230184196032
47.125_-116.375,north_america,3615,3480,0.8143702950955382,0.5965431340617222
47.125_-114.375,north_america,337,325,0.7837443153307447,0.5993758167531038
47.375_-121.375,north_america,428,415,0.8470599319404428,0.31754691469998214
47.375_-121.125,north_america,112,108,0.8957652920754114,0.7885016692415285
47.375_-115.625,north_america,3300,3195,0.7612560711811248,0.42239819033717446
47.375_-112.875,north_america,199,191,0.6406294231566148,0.3445844557873066
47.625_-123.375,north_america,874,836,0.5605072419131465,0.24930213102723922
47.625_-115.875,north_america,1477,1416,0.7466468176370071,0.268694940973792
47.875_-123.375,north_america,1001,943,0.7982986245525423,0.4649093739698286
47.875_-117.125,north_america,5026,4910,0.7536829519789496,0.46931956375589245
47.875_-114.375,north_america,180,176,0.7505300647973007,0.4206354816078112
47.875_-112.875,north_america,166,160,0.7257552490864448,0.21596910134712166
48.125_-116.125,north_america,2773,2684,0.5748852043790659,0.36205861847301074
48.375_-120.875,north_america,279,268,0.552092867264716,0.011006306970991973
48.375_-119.125,north_america,626,602,0.35778685799087045,0.2833193903745725
48.625_-120.625,north_america,712,697,0.4485287248459054,0.5057376214500012
48.625_-119.875,north_america,585,572,0.6050200351679187,0.2955883315078704
48.625_-116.375,north_america,2654,2604,0.6077630259689468,0.5232337093648193
48.875_-121.625,north_america,604,557,0.4933872487201907,0.28449754978205705
48.875_-121.375,north_america,511,502,0.7477073843422296,0.5316051437053655
48.875_-121.125,north_america,478,451,0.7277249708975925,0.355023641450493
48.875_-118.875,north_america,784,762,0.8243603243462282,0.4997862645080926
59.125_-154.375,north_america,1195,1168,0.16824358024621494,0.10991565498916303
59.375_-151.875,north_america,2357,2297,0.3784682772287826,0.5145715148164073
59.625_-150.625,north_america,1862,1828,0.7109435772465849,0.6625940428008491
59.625_-135.125,north_america,993,963,0.5119778080007846,0.5374391538141979
59.875_-151.375,north_america,1897,1860,0.2853408403878295,0.12354153740788952
60.125_-149.625,north_america,1008,983,0.7046982599977716,0.7444733437760871
60.625_-150.375,north_america,3269,3217,0.29886294737857017,0.41543207347683303
60.625_-149.625,north_america,1636,1615,0.6279740537559191,0.608124849382252
60.875_-153.875,north_america,728,717,0.3140790601235899,0.47063934273037233
61.125_-145.625,north_america,1286,1268,0.3353537544139069,0.37424381347602176
61.375_-142.625,north_america,651,644,0.4680900686048219,0.49284692171380057
61.625_-159.625,north_america,1101,1083,0.14709335669589868,0.6258961611949292
61.625_-149.125,north_america,773,756,0.6062723347230022,0.5360033414373576
62.125_-150.125,north_america,2031,2004,0.7675922979265547,0.6395933967990172
62.125_-142.125,north_america,512,506,0.6612624215927114,0.5395051481608427
62.375_-145.375,north_america,686,679,0.41940026962956173,0.5260110551984849
62.625_-150.875,north_america,1563,1523,0.29019335059878987,0.6162538755790636
62.875_-155.625,north_america,797,790,0.2624890681055949,0.5168117313886574
63.125_-145.625,north_america,614,602,0.7783261848862352,0.6645964893291904
63.375_-147.625,north_america,832,802,0.37229622953265784,0.42012080033108007
63.375_-143.125,north_america,689,682,0.5587577331553719,0.48417549547774635
63.875_-145.375,north_america,1900,1871,0.14076148224732102,0.5007563222803175
64.125_-141.375,north_america,712,697,0.0001297656534482436,0.05013505685418347
64.625_-163.375,north_america,464,445,0.4774455818658862,0.7113740511252675
64.625_-156.625,north_america,771,762,0.5080453605130681,0.5745933507874382
64.625_-148.875,north_america,1088,1073,0.19751525711594473,0.7148727745923422
64.875_-146.125,north_america,935,905,0.2146785560040555,0.6743837637981486
64.875_-141.125,north_america,712,705,0.33926061409066266,0.20462897527792498
65.125_-146.625,north_america,1162,1144,0.4084011586266828,0.5963677487034856
65.125_-145.875,north_america,1070,1055,0.17434933489844262,0.6323674999900828
65.375_-146.625,north_america,1609,1579,0.23950887960343353,0.47096624357570677
65.375_-146.125,north_america,1068,1052,0.6059513014204668,0.6740720067108552
65.375_-145.375,north_america,1597,1550,0.3953414356822465,0.5494815868001229
66.625_-150.625,north_america,1787,1758,0.5764582996425008,0.49237888067539215
67.375_-150.125,north_america,1548,1524,0.18509483561637793,0.4494133126721979
67.875_-162.375,north_america,961,941,0.3820084772610197,0.6672577366078907
68.125_-149.375,north_america,1027,982,0.33300049054683417,0.6041876677964269
68.625_-149.375,north_america,681,623,0.6902902348946938,0.5192042570417587
70.375_-148.875,north_america,116,106,0.6063610452989912,0.26783416404065313
17.875_-67.125,north_america,2341,2312,0.30489378761389446,0.2609972862071444
18.125_-67.125,north_america,7769,7714,0.3605186284561202,0.25429581812683505
18.125_-66.875,north_america,2690,2602,0.3919473087553065,0.2781342223411023
18.125_-66.625,north_america,3498,3479,0.520820342512437,0.3015709281852628
18.375_-67.125,north_america,4030,4010,0.4080544947662289,0.24751135010214567
18.375_-66.375,north_america,2380,2324,0.4094141265883616,0.4076989426789986
19.625_-155.875,north_america,2219,2218,0.4110231419630176,0.1696887052664924
19.875_-155.625,north_america,5780,5779,0.5039804993419668,0.18877564205631053
19.875_-155.375,north_america,6572,6535,0.38185893541995664,0.3177531242020083
20.125_-155.625,north_america,5830,5826,0.5828557572523437,0.33149800497297915
25.625_-80.625,north_america,4938,4881,0.5596940552178875,0.4601085619414161
25.875_-81.375,north_america,4385,4354,0.62821677529425,0.47436826863715786
26.125_-97.875,north_america,2081,2063,0.7240312654612611,0.5513153416276454
26.625_-98.125,north_america,4377,4366,0.6819865416966081,0.5277905726717885
27.125_-81.375,north_america,2878,2844,0.4980060414628621,0.29968220689032
27.625_-97.875,north_america,1738,1733,0.7578491061045561,0.6209586154341653
28.375_-96.875,north_america,3034,3010,0.33984581423415106,0.5664743042519436
28.625_-80.625,north_america,4087,4055,0.35256059673840695,0.4582882691585692
29.125_-99.875,north_america,2598,2588,0.6256182534587844,0.542653324043437
29.125_-81.625,north_america,3503,3501,0.5845251596260072,0.48775557195704045
29.375_-103.125,north_america,5032,4997,0.5229018667896015,0.46032420618133274
30.125_-98.875,north_america,2952,2946,0.8112845357955778,0.6309476595880393
30.125_-98.625,north_america,2952,2946,0.7785523775433651,0.5141342478239909
30.125_-95.875,north_america,3193,3180,0.5506697439514929,0.5510401623877291
30.125_-94.375,north_america,756,720,0.5848759146894169,0.5626448243720166
30.125_-91.875,north_america,5146,5034,0.6127145214463932,0.5860269351746725
30.375_-98.875,north_america,2952,2946,0.8025779067962137,0.5237222465097774
30.375_-98.625,north_america,2952,2946,0.8270464785465291,0.5943148118817637
30.375_-88.625,north_america,3569,3445,0.6513257241138591,0.5458015734602167
30.375_-84.375,north_america,3138,3131,0.6315514006459815,0.4681186611793369
30.625_-98.125,north_america,5170,5101,0.7971217476610847,0.6225038345747815
30.625_-87.875,north_america,5141,5114,0.7128830379780847,0.6225302762566908
30.625_-87.625,north_america,3634,3599,0.7540787697018849,0.6761730765724697
30.875_-81.375,north_america,4914,4907,0.4188135530055012,0.5374734096514922
31.125_-87.625,north_america,3509,3475,0.7033861897022124,0.625849700124476
31.125_-85.125,north_america,2831,2812,0.7323427061464741,0.5763773609639589
31.125_-84.375,north_america,4018,4005,0.7352069504967373,0.6271400889603426
31.375_-96.875,north_america,1973,1919,0.7144929688453255,0.5958176014994107
31.375_-84.375,north_america,4447,4430,0.6186822356758614,0.6145418294192259
31.625_-110.625,north_america,4630,4587,0.7717402645597505,0.5347912829534546
31.625_-110.125,north_america,7088,7053,0.6861734719065163,0.44572770213160473
31.625_-109.875,north_america,807,802,0.6461098379535142,0.43891179692364696
31.625_-102.875,north_america,5231,5191,0.4983572742709934,0.44870203303471423
31.625_-100.625,north_america,2690,2664,0.55592857221024,0.39549978878840414
31.625_-94.875,north_america,2077,2073,0.8115458962083429,0.6985964303914438
31.625_-83.625,north_america,5110,5100,0.682814636506526,0.5941690907608581
31.875_-95.625,north_america,3724,3691,0.8609216893482824,0.6550694377905686
32.125_-111.125,north_america,5322,5313,0.614140154862306,0.4857074509135741
32.125_-100.125,north_america,5066,5018,0.7390005490842889,0.5934732465659736
32.125_-98.125,north_america,2041,2021,0.8214839569115288,0.6397096338666766
32.375_-105.375,north_america,3818,3712,0.5854849105512241,0.3165973744666371
32.375_-89.125,north_america,5312,5245,0.8366694108991168,0.656312480036606
32.375_-87.125,north_america,3256,3059,0.5728993691776612,0.5007810793208077
32.375_-86.875,north_america,3840,3809,0.7490112097794712,0.6450789307777025
32.375_-86.125,north_america,2230,2060,0.4572489198610263,0.3760016828762574
32.375_-85.875,north_america,3478,3426,0.362266007635266,0.5975430461284144
32.375_-85.625,north_america,3310,3294,0.6631751000730972,0.5068429016148818
32.625_-106.875,north_america,950,946,0.6036060118422123,0.5306894173828007
32.625_-106.625,north_america,5491,5465,0.6020674472122358,0.49597968753931365
32.625_-88.125,north_america,2154,2049,0.625327620446598,0.5556587883630738
32.625_-81.125,north_america,7418,7398,0.6943122119159062,0.608498798575096
32.875_-114.125,north_america,4016,3964,0.48854507611200165,0.572458091458852
32.875_-92.125,north_america,4988,4908,0.82999184629864,0.5526883726694435
32.875_-91.125,north_america,3319,3284,0.5844287272631198,0.4680905848947612
32.875_-90.875,north_america,3171,3092,0.6058170016461992,0.4248433973748144
32.875_-90.625,north_america,2890,2681,0.7589845304593451,0.550095273325055
33.125_-90.625,north_america,2917,2891,0.7975296650366271,0.6335034112962541
33.125_-88.375,north_america,1795,1665,0.40378859341974116,0.41292525745002684
33.125_-79.375,north_america,5083,5054,0.5934478882138357,0.5761558681130745
33.375_-117.125,north_america,5327,5321,0.8547370767278699,0.7249367966939964
33.375_-99.875,north_america,2508,2478,0.7684004010501924,0.5823091993725195
33.375_-90.625,north_america,1320,1193,0.3035846107819326,0.23181568564426935
33.375_-88.875,north_america,3507,3392,0.8060219687219852,0.5592435535759696
33.375_-85.625,north_america,4130,4081,0.6027050939790348,0.6226630217840619
33.375_-81.375,north_america,4058,4012,0.7716005508665986,0.7158902353014214
33.625_-115.125,north_america,2023,1997,0.6555574012576535,0.6369081496280056
33.625_-103.625,north_america,3062,3036,0.6587648807440397,0.49031338326029883
33.625_-103.125,north_america,3279,3220,0.6896293312044757,0.5502196996839088
33.625_-102.625,north_america,2867,2817,0.6804508531352832,0.4863460302542086
33.625_-102.375,north_america,3044,3001,0.7114806579737947,0.4840177139925804
33.625_-102.125,north_america,3130,3099,0.7373006842042531,0.5544828644524968
33.625_-91.125,north_america,4065,4023,0.6066307054612784,0.5433226773641169
33.625_-90.625,north_america,3543,3526,0.5779505165004993,0.597531837805658
33.875_-115.375,north_america,2867,2793,0.1603974092143495,0.4171745207659722
33.875_-102.875,north_america,4666,4590,0.5998436319128687,0.44487243701939466
33.875_-90.875,north_america,4314,4209,0.7633634756218229,0.4860872952477998
33.875_-83.375,north_america,6935,6900,0.8342241145024849,0.6949645950161357
34.125_-117.625,north_america,375,372,0.8898329795430129,0.6621401347056258
34.125_-117.125,north_america,758,755,0.8649041701144569,0.6938406930349352
34.125_-116.875,north_america,345,342,0.9295350587244,0.7181598395247114
34.125_-99.125,north_america,2238,2216,0.6972736108762371,0.6081889348052687
34.125_-90.375,north_america,5840,5538,0.43437297049861695,0.4014513203834426
34.125_-89.875,north_america,3494,3453,0.805789494917631,0.65227189925082
34.125_-87.375,north_america,4751,4710,0.7627910058931926,0.6781600658790421
34.125_-86.875,north_america,3025,2979,0.8317767252756076,0.7094384612673875
34.375_-119.875,north_america,4553,4523,0.8296132720938526,0.8003073547369149
34.375_-106.875,north_america,4873,4823,0.5120825098149788,0.41582079251607507
34.375_-106.625,north_america,3348,3280,0.6525128278023467,0.4521068215115605
34.375_-92.125,north_america,3634,3584,0.8135076080897572,0.6626847897631206
34.375_-91.375,north_america,3117,3014,0.7704902387227117,0.5768464372592021
34.375_-89.875,north_america,3720,3640,0.7944876157510716,0.622361305253885
34.375_-86.625,north_america,3955,3790,0.7924108744798198,0.6331454080062917
34.375_-86.125,north_america,2497,2464,0.7666162254245561,0.6780571781086414
34.375_-85.875,north_america,5428,5359,0.844857478555077,0.689800805303753
34.375_-79.625,north_america,7369,7286,0.6428353069897736,0.6838930863252095
34.625_-115.125,north_america,2500,2441,0.6713094133132183,0.5563844144023281
34.625_-90.375,north_america,4003,3865,0.6386859746481502,0.5196675399715985
34.875_-119.375,north_america,2795,2791,0.842415402749629,0.585591399053376
34.875_-106.875,north_america,4654,4578,0.5294881910456998,0.45468798551430917
34.875_-98.125,north_america,1829,1777,0.5903157983492603,0.461654603576291
34.875_-91.875,north_america,3396,3305,0.8135995064816773,0.6752145699102693
34.875_-90.875,north_america,2457,2345,0.7785908513417342,0.556262654482096
34.875_-89.375,north_america,4549,4249,0.7151599651826647,0.604443763906979
34.875_-87.875,north_america,4806,4735,0.5371485745642189,0.6301635454445562
34.875_-86.625,north_america,7426,7322,0.716111004843715,0.6896461585940998
35.125_-119.625,north_america,4167,4163,0.878142835784717,0.7195077891699283
35.125_-102.125,north_america,2369,2304,0.6078309581832247,0.5117906208289252
35.125_-96.625,north_america,372,356,0.6506726431981864,0.39146729848829404
35.125_-92.875,north_america,2955,2880,0.6615784223029268,0.6261818927892409
35.125_-86.875,north_america,3805,3659,0.7917128375603953,0.7003254543187096
35.125_-86.625,north_america,3352,3257,0.8439361223307583,0.6722246286203359
35.125_-86.125,north_america,4056,3976,0.7722355920131897,0.656523883379999
35.375_-115.625,north_america,2855,2838,0.4719782305589807,0.28232817364891166
35.375_-108.125,north_america,108,91,0.6566656986310649,0.5205643635128657
35.375_-98.875,north_america,2828,2744,0.6399137133546926,0.4216476377507576
35.375_-96.625,north_america,1102,1020,0.7729375605328804,0.12891784963028902
35.375_-90.375,north_america,3939,3830,0.7467397357778844,0.5495456697185633
35.375_-82.625,north_america,5049,4963,0.7312443773142784,0.6687178485917639
35.625_-98.125,north_america,5454,5337,0.6133713077871035,0.6013590124710971
35.625_-96.875,north_america,3438,3345,0.5362308720754091,0.5152672313483136
35.625_-96.125,north_america,860,751,0.751858854809722,0.3717112119364966
35.625_-95.875,north_america,869,844,0.37790493769554084,0.10265662874102617
35.875_-118.125,north_america,93,89,0.9756549956049597,0.8448165933166786
35.875_-112.375,north_america,4853,4740,0.6828828142370132,0.42212943029925015
35.875_-106.625,north_america,3529,3391,0.626832169559261,0.5678731623328869
35.875_-98.125,north_america,1816,1780,0.7614837383961214,0.6499954791408902
35.875_-97.125,north_america,2567,2494,0.7594425740128512,0.6203673512043278
35.875_-91.875,north_america,5193,5086,0.7690203649860426,0.6904996261566173
35.875_-90.875,north_america,375,366,0.6287298445632329,0.6045146902502995
35.875_-79.125,north_america,5089,5019,0.7744619917869314,0.6983689429988699
35.875_-76.625,north_america,4074,4009,0.7512959159219321,0.6719803672953754
36.125_-106.125,north_america,2613,2561,0.698860548057343,0.49190228168750444
36.125_-99.125,north_america,3626,3512,0.6584350825331274,0.4589236072759212
36.125_-98.625,north_america,1121,1088,0.6757984449253182,0.43365453882080585
36.125_-97.625,north_america,2588,2529,0.7211044578842679,0.5893521498422822
36.125_-97.125,north_america,5197,5083,0.7349334094449669,0.6061325033911449
36.125_-85.125,north_america,3729,3551,0.7870654569477915,0.6646552181005374
36.375_-121.875,north_america,457,450,0.7783363990636278,0.545114858003961
36.375_-120.625,north_america,794,793,0.8975738145616674,0.6171744182850301
36.375_-116.375,north_america,1939,1880,0.7203992735687557,0.6035761420933226
36.375_-115.875,north_america,5705,5541,0.6279695647109951,0.3210138466351923
36.375_-98.375,north_america,3122,3034,0.1588182575108836,0.4363188090789691
36.375_-97.875,north_america,3030,2969,0.7211740060491001,0.6196620140621185
36.375_-97.125,north_america,3059,2996,0.7786258412588708,0.631836588233717
36.375_-96.875,north_america,1062,1032,0.809602628834573,0.66957095836594
36.625_-120.625,north_america,3643,3631,0.7578561130130885,0.46275771639809576
36.625_-117.125,north_america,3991,3931,0.6178083870791122,0.6025574517208359
36.625_-116.125,north_america,5095,5082,0.6210911051674908,0.6250835334810904
36.625_-115.125,north_america,3846,3747,0.550694902270626,0.4467184766435526
36.625_-101.625,north_america,5138,4997,0.6355158248435934,0.5455685764811049
36.625_-97.375,north_america,4161,4008,0.6798424722306425,0.50971800861594
36.625_-80.125,north_america,4359,4208,0.7143251768758799,0.6853381963131049
36.625_-76.875,north_america,3878,3789,0.7257232985825939,0.6043195058336418
36.875_-98.375,north_america,3690,3514,0.6082521446322179,0.44139033235000014
36.875_-97.875,north_america,3005,2934,0.6688904770241687,0.5651817468959001
36.875_-97.125,north_america,3004,2928,0.7391581111064451,0.5945516553556353
36.875_-96.375,north_america,3793,3684,0.6799302517841348,0.4901858963338315
36.875_-92.375,north_america,3470,3368,0.7854211738943451,0.6704219706119712
36.875_-91.375,north_america,2243,2201,0.7351393161749554,0.7400128124077796
36.875_-89.875,north_america,2297,2210,0.7696037914227086,0.6540172045030235
37.125_-120.875,north_america,4441,4425,0.7273880406601364,0.6793808251445772
37.125_-113.375,north_america,2580,2565,0.6295775830989391,0.586332003088537
37.125_-112.125,north_america,2145,2089,0.7378693574649849,0.5433156117025946
37.125_-105.875,north_america,678,650,0.6948024075762029,0.3989087543058859
37.125_-98.125,north_america,1871,1828,0.659040394395553,0.5674833176140728
37.125_-97.875,north_america,2539,2471,0.5641954214609474,0.47114847916791336
37.125_-97.375,north_america,3682,3426,0.6740263715939547,0.48258477403027067
