key,grid,layer,depth_interval,n_final_sources,n_final_secondaries,median_station_mean,relative_spread_pct
49.875_-97.875|layer2|20-20,49.875_-97.875,layer2,20-20,2,1,0.4319137244525547,1.986791335105486
50.125_-97.625|layer2|20-20,50.125_-97.625,layer2,20-20,4,3,0.36463113472927244,7.997287644087083
50.875_-2.625|layer2|15-15,50.875_-2.625,layer2,15-15,2,1,0.29020671827071487,5.445589879472163
50.875_6.375|layer2|20-20,50.875_6.375,layer2,20-20,6,5,0.2335616690324838,15.71194496002298
51.125_6.125|layer2|20-20,51.125_6.125,layer2,20-20,2,1,0.21149727445894234,1.730590688699507
51.375_-106.375|layer2|20-20,51.375_-106.375,layer2,20-20,2,1,0.13309145796594257,15.221258701101169
51.375_-106.625|layer2|20-20,51.375_-106.625,layer2,20-20,3,2,0.17007009796533534,5.892031409015272
51.625_-1.375|layer2|15-15,51.625_-1.375,layer2,15-15,2,1,0.23363626824532427,28.20539575262451
51.625_0.375|layer2|15-15,51.625_0.375,layer2,15-15,2,1,0.26913245955510623,1.244944047035899
52.125_0.875|layer2|25-25,52.125_0.875,layer2,25-25,2,1,0.29836119700820607,2.1809030387301145
52.125_6.375|layer2|20-20,52.125_6.375,layer2,20-20,3,2,0.19764813700918962,26.884024700771626
52.125_6.625|layer2|20-20,52.125_6.625,layer2,20-20,4,3,0.23421242619765686,36.09114814033981
52.375_13.375|layer2|25-25,52.375_13.375,layer2,25-25,2,1,0.14406380715440298,6.996381656562802
52.375_13.625|layer2|15-15,52.375_13.625,layer2,15-15,3,2,0.1247878045325779,30.678028261714605
52.375_6.375|layer2|20-20,52.375_6.375,layer2,20-20,3,2,0.28607038946162655,14.159408049984593
52.375_6.625|layer2|20-20,52.375_6.625,layer2,20-20,2,1,0.2913808457650227,7.780255159633179
52.375_6.875|layer2|20-20,52.375_6.875,layer2,20-20,5,4,0.2698837238873751,17.73102797115488
52.625_-0.875|layer2|15-15,52.625_-0.875,layer2,15-15,2,1,0.2984169848126138,4.245929516468666
52.625_13.125|layer2|25-25,52.625_13.125,layer2,25-25,2,1,0.12674358647607556,21.424053727095718
52.625_13.375|layer2|25-25,52.625_13.375,layer2,25-25,3,2,0.18778556254367573,3.2298782577431355
52.625_13.625|layer2|15-15,52.625_13.625,layer2,15-15,2,1,0.21518593023318416,3.7938167169774757
53.375_-0.625|layer2|25-25,53.375_-0.625,layer2,25-25,2,1,0.2902949317272227,11.76559844510172
53.625_22.875|layer2|20-20,53.625_22.875,layer2,20-20,3,2,0.41474422932330823,4.420734002411652
53.875_-1.375|layer2|25-25,53.875_-1.375,layer2,25-25,2,1,0.2934349124490354,6.754047639379597
54.375_-6.125|layer2|25-25,54.375_-6.125,layer2,25-25,2,1,0.3544682230092369,0.534484509375448
54.375_-7.375|layer2|25-25,54.375_-7.375,layer2,25-25,2,1,0.4124327556671007,8.369244335286377
54.875_-6.125|layer2|15-15,54.875_-6.125,layer2,15-15,2,1,0.39457528577099055,3.1727273122140027
55.875_8.875|layer2|20-25,55.875_8.875,layer2,20-25,5,4,0.21447934437543134,16.217389225284986
55.875_9.125|layer2|20-25,55.875_9.125,layer2,20-25,4,3,0.1839161445201427,34.16482013083251
55.875_9.375|layer2|20-25,55.875_9.375,layer2,20-25,3,2,0.2068431981981982,6.501200677580632
56.125_9.125|layer2|20-25,56.125_9.125,layer2,20-25,6,5,0.20717905972544004,10.422563031884907
56.375_32.875|layer2|15-15,56.375_32.875,layer2,15-15,2,1,0.35500674102659124,2.3124694679548057
6.125_-0.375|layer2|30-30,6.125_-0.375,layer2,30-30,2,1,0.19544672510473804,0.9594320980152213
60.625_-150.375|layer2|20-20,60.625_-150.375,layer2,20-20,3,2,0.16544901805869075,40.16904146536323
64.625_-148.125|layer2|20-20,64.625_-148.125,layer2,20-20,2,1,0.32523779698163946,17.88758229220114
64.625_-148.375|layer2|20-20,64.625_-148.375,layer2,20-20,3,2,0.22759952351097182,14.38663025787403
65.125_-147.625|layer2|20-20,65.125_-147.625,layer2,20-20,2,1,0.3229398102322162,13.10045110653564
67.375_26.625|layer2|20-20,67.375_26.625,layer2,20-20,4,3,0.1847028960467374,55.16057831858298
9.625_1.625|layer2|20-20,9.625_1.625,layer2,20-20,2,1,0.10073639235190407,19.228230115674982
9.875_1.625|layer2|20-20,9.875_1.625,layer2,20-20,2,1,0.1857628840694861,10.651730371526739
-40.875_175.875|layer3|37-43,-40.875_175.875,layer3,37-43,2,1,0.3250197355923501,3.0894594215097735
18.125_-67.125|layer3|50-50,18.125_-67.125,layer3,50-50,2,1,0.3150320991997698,24.96938731340999
19.875_-155.375|layer3|50-50,19.875_-155.375,layer3,50-50,2,1,0.2699431566758563,65.17292697250181
19.875_-155.625|layer3|50-50,19.875_-155.625,layer3,50-50,2,1,0.1888297975143584,18.56974761384764
31.125_91.875|layer3|40-40,31.125_91.875,layer3,40-40,2,1,0.1515072410196473,14.470837153167297
31.125_92.125|layer3|40-40,31.125_92.125,layer3,40-40,2,1,0.19335893823925865,30.026495965518766
31.125_92.375|layer3|40-40,31.125_92.375,layer3,40-40,2,1,0.231345065913846,36.95497317888127
31.375_91.875|layer3|40-40,31.375_91.875,layer3,40-40,6,5,0.14814003778379417,58.17374501516467
31.375_92.125|layer3|40-40,31.375_92.125,layer3,40-40,2,1,0.24939182425316486,19.828378293411465
31.625_-110.125|layer3|50-50,31.625_-110.125,layer3,50-50,4,3,0.14704012947813394,12.97981272877373
31.625_91.625|layer3|40-40,31.625_91.625,layer3,40-40,3,2,0.19228052023121386,14.566862818637789
31.625_91.875|layer3|40-40,31.625_91.875,layer3,40-40,3,2,0.1619195894736842,11.45574437743072
31.625_92.125|layer3|40-40,31.625_92.125,layer3,40-40,3,2,0.22690335152838428,29.80955459699526
31.625_92.375|layer3|40-40,31.625_92.375,layer3,40-40,4,3,0.17569986361323156,27.00674854419689
31.875_91.625|layer3|40-40,31.875_91.625,layer3,40-40,3,2,0.20221985605419135,33.00672242158279
31.875_91.875|layer3|40-40,31.875_91.875,layer3,40-40,2,1,0.21145920282958358,5.334277500158893
32.375_80.125|layer3|40-40,32.375_80.125,layer3,40-40,3,2,0.07462392097264438,35.15045634930821
32.625_-106.625|layer3|50-50,32.625_-106.625,layer3,50-50,3,2,0.03608617573915446,83.96958071430876
32.625_79.875|layer3|40-40,32.625_79.875,layer3,40-40,3,2,0.08494974633596393,127.15737481882739
32.625_80.125|layer3|40-40,32.625_80.125,layer3,40-40,2,1,0.05069231851196068,64.64760454607912
33.375_79.625|layer3|40-40,33.375_79.625,layer3,40-40,2,1,0.26049697505946445,6.410740395409398
33.875_-83.375|layer3|50-50,33.875_-83.375,layer3,50-50,4,3,0.2070506471735723,17.30927035068859
33.875_102.125|layer3|40-40,33.875_102.125,layer3,40-40,4,3,0.21586014741888096,4.143438605801191
34.375_-111.375|layer3|50-50,34.375_-111.375,layer3,50-50,2,1,0.2616206047170002,25.135763649423385
34.875_-111.625|layer3|50-50,34.875_-111.625,layer3,50-50,3,2,0.35379929489009415,16.394993872758572
34.875_-86.625|layer3|50-50,34.875_-86.625,layer3,50-50,6,5,0.33034753540650835,19.542804896635655
34.875_-98.125|layer3|35-35,34.875_-98.125,layer3,35-35,2,1,0.2520221323252013,0.46809064884866014
35.375_-82.625|layer3|50-50,35.375_-82.625,layer3,50-50,2,1,0.3138881676114673,1.726292445825001
35.375_-98.875|layer3|35-35,35.375_-98.875,layer3,35-35,2,1,0.3111063358559971,0.9297216029241081
35.625_-96.875|layer3|35-35,35.625_-96.875,layer3,35-35,2,1,0.30862091877947456,0.008135393836964879
35.625_-98.125|layer3|35-35,35.625_-98.125,layer3,35-35,2,1,0.28932742709131565,1.289403868873604
35.875_-97.125|layer3|50-50,35.875_-97.125,layer3,50-50,3,2,0.3629430596491227,1.5716676734428827
36.125_-105.625|layer3|50-50,36.125_-105.625,layer3,50-50,3,2,0.2419104435318275,12.708268904565399
36.125_-106.875|layer3|50-50,36.125_-106.875,layer3,50-50,2,1,0.2230619530698022,36.21711047575856
36.125_-97.125|layer3|50-50,36.125_-97.125,layer3,50-50,2,1,0.3113298199583748,20.619920126653277
36.125_-97.625|layer3|50-50,36.125_-97.625,layer3,50-50,3,2,0.3562010987903226,3.5362049582873167
36.125_-99.125|layer3|35-35,36.125_-99.125,layer3,35-35,2,1,0.17611856844025975,0.6480243192024089
36.375_-115.625|layer3|50-50,36.375_-115.625,layer3,50-50,4,3,0.11501239279555356,16.025072228738235
36.375_-115.875|layer3|50-50,36.375_-115.875,layer3,50-50,2,1,0.20454861021197485,19.666088635596925
36.375_-96.875|layer3|50-50,36.375_-96.875,layer3,50-50,3,2,0.3278476399026764,4.770079405694695
36.375_-97.125|layer3|50-50,36.375_-97.125,layer3,50-50,3,2,0.35374514806378127,3.5718406897770096
36.375_-97.875|layer3|50-50,36.375_-97.875,layer3,50-50,2,1,0.20106082543031634,4.492007487435763
36.625_-101.625|layer3|50-50,36.625_-101.625,layer3,50-50,2,1,0.24285234028591599,9.065841646489847
36.625_-97.375|layer3|35-35,36.625_-97.375,layer3,35-35,2,1,0.3600226165175595,0.3871864894195853
36.875_-96.375|layer3|35-35,36.875_-96.375,layer3,35-35,2,1,0.27539709933827067,0.39068069876773887
36.875_-97.125|layer3|50-50,36.875_-97.125,layer3,50-50,3,2,0.3347684427207637,5.341270006228674
36.875_-97.875|layer3|50-50,36.875_-97.875,layer3,50-50,3,2,0.33253491987179484,7.181279816056373
36.875_-98.375|layer3|35-35,36.875_-98.375,layer3,35-35,2,1,0.2897417705477594,0.2798553192826878
37.125_-105.125|layer3|50-50,37.125_-105.125,layer3,50-50,2,1,0.1521397535377662,29.38896585445371
37.125_-95.875|layer3|35-35,37.125_-95.875,layer3,35-35,2,1,0.3343683164688199,0.33064490895034454
37.125_-97.375|layer3|35-35,37.125_-97.375,layer3,35-35,2,1,0.3077942595040389,0.4217739518817632
37.125_-97.875|layer3|50-50,37.125_-97.875,layer3,50-50,3,2,0.343663013544018,5.717907611284547
37.125_-98.125|layer3|50-50,37.125_-98.125,layer3,50-50,3,2,0.2686394059917356,3.2119289734051537
37.375_-106.875|layer3|50-50,37.375_-106.875,layer3,50-50,3,2,0.18172737574552686,19.164480698032634
37.375_-112.625|layer3|50-50,37.375_-112.625,layer3,50-50,3,2,0.14219759486607145,42.48223289603612
37.375_-113.875|layer3|50-50,37.375_-113.875,layer3,50-50,2,1,0.14160245960131954,2.5075568882514623
37.375_-96.125|layer3|35-35,37.375_-96.125,layer3,35-35,2,1,0.3716827041530578,0.291706349686925
37.375_-99.375|layer3|35-35,37.375_-99.375,layer3,35-35,2,1,0.2112617119328848,29.609045674445408
37.375_126.875|layer3|40-40,37.375_126.875,layer3,40-40,3,2,0.2880781553398059,18.115568048372943
37.625_-112.625|layer3|50-50,37.625_-112.625,layer3,50-50,3,2,0.23635762008733627,27.84481779465056
37.625_-112.875|layer3|50-50,37.625_-112.875,layer3,50-50,4,3,0.26294197867832275,37.546943380796286
37.875_-109.375|layer3|50-50,37.875_-109.375,layer3,50-50,3,2,0.20077527827648115,5.653632497770622
37.875_-111.875|layer3|50-50,37.875_-111.875,layer3,50-50,2,1,0.09634941146618663,24.98115078768477
37.875_-97.125|layer3|35-35,37.875_-97.125,layer3,35-35,2,1,0.4043064849403836,0.6261466737105515
38.125_-111.375|layer3|50-50,38.125_-111.375,layer3,50-50,2,1,0.16196554656846981,40.7303401215352
38.125_-119.125|layer3|50-50,38.125_-119.125,layer3,50-50,2,1,0.03593554372922432,26.108226983553582
38.125_-120.875|layer3|40-40,38.125_-120.875,layer3,40-40,6,5,0.22115747231813998,24.446032147880338
38.125_-95.625|layer3|35-35,38.125_-95.625,layer3,35-35,2,1,0.40674666541644744,0.0900952144073542
38.125_-97.625|layer3|35-35,38.125_-97.625,layer3,35-35,2,1,0.33243920612177613,0.8056332217787225
38.125_-99.375|layer3|35-35,38.125_-99.375,layer3,35-35,2,1,0.27032116090357206,0.04797800918273863
38.375_-109.375|layer3|50-50,38.375_-109.375,layer3,50-50,3,2,0.12150952508960572,17.007924056175575
38.375_-112.375|layer3|50-50,38.375_-112.375,layer3,50-50,4,3,0.10141005583501006,98.84244500089258
38.375_-119.375|layer3|50-50,38.375_-119.375,layer3,50-50,2,1,0.0782164579208943,44.114992606628014
38.375_-119.625|layer3|50-50,38.375_-119.625,layer3,50-50,4,3,0.1848972626217425,21.63689817809506
38.375_-120.875|layer3|40-40,38.375_-120.875,layer3,40-40,5,4,0.167870687593423,17.41634079924319
38.375_-97.375|layer3|35-35,38.375_-97.375,layer3,35-35,2,1,0.3985737664073929,0.11980085667478184
38.625_-119.625|layer3|50-50,38.625_-119.625,layer3,50-50,2,1,0.20214010414680217,10.250884905275639
38.625_-119.875|layer3|50-50,38.625_-119.875,layer3,50-50,6,5,0.13617187886720444,60.997982306111545
38.625_-92.125|layer3|50-50,38.625_-92.125,layer3,50-50,2,1,0.30473410198239187,10.206385861086126
38.875_-106.625|layer3|50-50,38.875_-106.625,layer3,50-50,2,1,0.1707631899009017,77.17977233245179
38.875_-111.625|layer3|50-50,38.875_-111.625,layer3,50-50,4,3,0.28230399420980984,7.967824663152195
38.875_-112.125|layer3|50-50,38.875_-112.125,layer3,50-50,2,1,0.1420477670770579,4.8390879182837185
38.875_-119.875|layer3|50-50,38.875_-119.875,layer3,50-50,2,1,0.09142645570617595,70.72927278746047
38.875_-120.125|layer3|50-50,38.875_-120.125,layer3,50-50,3,2,0.15601449443207124,62.23473785554219
39.125_-106.875|layer3|50-50,39.125_-106.875,layer3,50-50,6,5,0.1303420895171024,56.09971585223427
39.125_-111.375|layer3|50-50,39.125_-111.375,layer3,50-50,5,4,0.31816884615384616,17.65259287499013
39.125_-111.625|layer3|50-50,39.125_-111.625,layer3,50-50,5,4,0.2707574524546661,16.676091140063466
39.125_-120.125|layer3|50-50,39.125_-120.125,layer3,50-50,2,1,0.19322256936895704,5.68042307277716
39.375_-106.125|layer3|50-50,39.375_-106.125,layer3,50-50,6,5,0.13154772685185184,27.916081958520667
39.375_-111.375|layer3|50-50,39.375_-111.375,layer3,50-50,7,6,0.3151875593220339,23.777062732931675
39.375_-119.875|layer3|50-50,39.375_-119.875,layer3,50-50,3,2,0.06651809096732864,37.67858145999556
39.375_-120.375|layer3|50-50,39.375_-120.375,layer3,50-50,5,4,0.1438927896760022,24.80162029505692
39.375_-123.125|layer3|50-50,39.375_-123.125,layer3,50-50,3,2,0.3104701473087819,38.34225384186812
39.625_-110.375|layer3|50-50,39.625_-110.375,layer3,50-50,3,2,0.2929114338643942,16.912864159017754
39.625_-111.375|layer3|50-50,39.625_-111.375,layer3,50-50,2,1,0.2500985803018863,12.121036524436821
39.875_-105.875|layer3|50-50,39.875_-105.875,layer3,50-50,2,1,0.1431022244094488,29.909079274910354
39.875_-111.375|layer3|50-50,39.875_-111.375,layer3,50-50,3,2,0.11503742220514793,52.05934367274639
39.875_-111.625|layer3|50-50,39.875_-111.625,layer3,50-50,5,4,0.17680449367088608,34.34682994817047
40.125_-105.625|layer3|50-50,40.125_-105.625,layer3,50-50,2,1,0.13022327721736507,5.362422208286104
40.375_-111.125|layer3|50-50,40.375_-111.125,layer3,50-50,2,1,0.21233127870266721,20.698250443788016
40.375_-111.625|layer3|50-50,40.375_-111.625,layer3,50-50,3,2,0.15178979040521656,29.013980310229957
40.375_-115.625|layer3|50-50,40.375_-115.625,layer3,50-50,2,1,0.18076765402608835,16.41309473195793
40.625_-109.625|layer3|50-50,40.625_-109.625,layer3,50-50,2,1,0.1731069816169415,33.056185670050965
40.625_-110.375|layer3|50-50,40.625_-110.375,layer3,50-50,2,1,0.15484535680553985,81.7861625719803
40.625_-110.625|layer3|50-50,40.625_-110.625,layer3,50-50,3,2,0.18706268261964737,34.233342656708345
40.625_-111.125|layer3|50-50,40.625_-111.125,layer3,50-50,2,1,0.10366818148070849,37.98511157714989
40.625_-111.625|layer3|50-50,40.625_-111.625,layer3,50-50,8,7,0.1344246092088512,18.965739613921393
40.625_-115.375|layer3|50-50,40.625_-115.375,layer3,50-50,2,1,0.10256491821013046,27.83582330365467
40.875_-104.625|layer3|50-50,40.875_-104.625,layer3,50-50,3,2,0.1702350684931507,16.72880767675166
40.875_-106.625|layer3|50-50,40.875_-106.625,layer3,50-50,2,1,0.1453938012206218,3.8612689137769554
40.875_-110.125|layer3|50-50,40.875_-110.125,layer3,50-50,5,4,0.157361643454039,53.5366178323913
40.875_-110.625|layer3|50-50,40.875_-110.625,layer3,50-50,2,1,0.20702727034341634,25.082633014706694
40.875_-110.875|layer3|50-50,40.875_-110.875,layer3,50-50,2,1,0.11523595538908818,20.885770871918623
40.875_-111.125|layer3|50-50,40.875_-111.125,layer3,50-50,3,2,0.14503800082101806,59.85812515321933
40.875_-111.625|layer3|50-50,40.875_-111.625,layer3,50-50,6,5,0.24760919424230912,31.221993375715932
40.875_-111.875|layer3|50-50,40.875_-111.875,layer3,50-50,6,5,0.19964749563728657,22.504326209455154
40.875_-115.125|layer3|50-50,40.875_-115.125,layer3,50-50,3,2,0.16385891496729513,15.09819546741365
41.125_-111.375|layer3|50-50,41.125_-111.375,layer3,50-50,2,1,0.17240879934390643,42.24181095787416
41.375_-111.375|layer3|50-50,41.375_-111.375,layer3,50-50,6,5,0.12325379375413817,25.40002069225024
41.375_-111.875|layer3|50-50,41.375_-111.875,layer3,50-50,6,5,0.15563696622997253,37.043964916052225
41.375_-71.625|layer3|50-50,41.375_-71.625,layer3,50-50,2,1,0.23855090240700366,21.486447773661812
41.625_-115.375|layer3|50-50,41.625_-115.375,layer3,50-50,2,1,0.18457195279374827,34.25889709787019
41.625_-116.125|layer3|50-50,41.625_-116.125,layer3,50-50,2,1,0.14382310623335604,8.616209107370793
41.625_-117.625|layer3|50-50,41.625_-117.625,layer3,50-50,2,1,0.19506000718561578,22.52574240914563
41.875_-111.625|layer3|50-50,41.875_-111.625,layer3,50-50,6,5,0.1868403433057414,24.203286706702457
41.875_-115.125|layer3|50-50,41.875_-115.125,layer3,50-50,2,1,0.14344651540985287,12.31334321429043
41.875_-116.125|layer3|50-50,41.875_-116.125,layer3,50-50,2,1,0.21662934645040732,18.213339971283492
41.875_115.625|layer3|40-40,41.875_115.625,layer3,40-40,3,2,0.27992178947368423,16.241266980111952
41.875_116.375|layer3|50-50,41.875_116.375,layer3,50-50,2,1,0.07147973898305085,23.398324133381312
42.125_1.125|layer3|50-50,42.125_1.125,layer3,50-50,2,1,0.17622859763956863,13.056168387359742
42.125_115.875|layer3|50-50,42.125_115.875,layer3,50-50,2,1,0.1502152196271416,28.06712048473872
42.125_116.125|layer3|50-50,42.125_116.125,layer3,50-50,3,2,0.07828973451327434,20.70860228870245
42.375_-83.625|layer3|50-50,42.375_-83.625,layer3,50-50,5,4,0.17510644736842101,18.459636889809293
42.375_1.875|layer3|50-50,42.375_1.875,layer3,50-50,2,1,0.11094228891696732,60.317012427176245
42.375_115.625|layer3|50-50,42.375_115.625,layer3,50-50,2,1,0.10484029194693573,20.139045038418086
42.375_115.875|layer3|50-50,42.375_115.875,layer3,50-50,2,1,0.11088008520384793,4.557756712209339
43.125_12.125|layer3|35-45,43.125_12.125,layer3,35-45,2,1,0.2659282415069888,6.785680393339884
43.375_12.125|layer3|35-45,43.375_12.125,layer3,35-45,2,1,0.2148281005718642,17.781671042201584
43.625_-113.875|layer3|50-50,43.625_-113.875,layer3,50-50,2,1,0.1541356001705944,34.91064697004995
43.625_-96.625|layer3|50-50,43.625_-96.625,layer3,50-50,2,1,0.3069348939868912,5.442651105967042
44.125_-110.625|layer3|50-50,44.125_-110.625,layer3,50-50,2,1,0.060894595284524525,62.879861627337874
44.625_-107.125|layer3|50-50,44.625_-107.125,layer3,50-50,3,2,0.161037756097561,2.669085995439295
44.625_8.625|layer3|40-40,44.625_8.625,layer3,40-40,2,1,0.23974690716561226,1.660938144166823
44.625_9.125|layer3|40-40,44.625_9.125,layer3,40-40,6,5,0.3447239991381168,8.844566677286496
45.125_7.125|layer3|40-40,45.125_7.125,layer3,40-40,2,1,0.1140005793573515,9.901267605748094
45.375_-74.875|layer3|50-50,45.375_-74.875,layer3,50-50,5,4,0.3685584886363636,11.073618494359728
45.375_-75.125|layer3|50-50,45.375_-75.125,layer3,50-50,6,5,0.3063105643250406,10.713915633237498
46.875_-121.625|layer3|50-50,46.875_-121.625,layer3,50-50,2,1,0.328536065573903,9.601790698350282
47.875_-117.125|layer3|50-50,47.875_-117.125,layer3,50-50,2,1,0.16291801632128616,18.238788025712076
48.125_15.125|layer3|50-50,48.125_15.125,layer3,50-50,9,8,0.34967611731843573,8.625362369636386
48.375_-105.125|layer3|50-50,48.375_-105.125,layer3,50-50,2,1,0.18086969917478973,24.521754071505296
48.625_-120.625|layer3|50-50,48.625_-120.625,layer3,50-50,2,1,0.13060489038871165,35.208038926582226
49.375_-97.875|layer3|50-50,49.375_-97.875,layer3,50-50,3,2,0.32269363341443635,2.2066610931110477
49.625_-97.875|layer3|50-50,49.625_-97.875,layer3,50-50,7,6,0.3695515114235501,20.605601704587624
49.625_-98.125|layer3|50-50,49.625_-98.125,layer3,50-50,8,7,0.2319223727856443,13.904224700251087
49.875_-97.375|layer3|50-50,49.875_-97.375,layer3,50-50,2,1,0.4568204936162654,2.586349112624713
49.875_-97.875|layer3|50-50,49.875_-97.875,layer3,50-50,3,2,0.4320337085020242,2.5574045219303367
50.125_-97.625|layer3|50-50,50.125_-97.625,layer3,50-50,3,2,0.37143222119815666,0.9061131751263237
50.625_6.375|layer3|50-50,50.625_6.375,layer3,50-50,2,1,0.2771911083738518,1.229121557086182
50.875_-2.625|layer3|50-50,50.875_-2.625,layer3,50-50,2,1,0.2922972820486046,4.365950212605628
50.875_6.375|layer3|50-50,50.875_6.375,layer3,50-50,6,5,0.2549851512287712,18.78483032560427
51.125_0.375|layer3|50-50,51.125_0.375,layer3,50-50,2,1,0.25339892331122205,26.659131953511757
51.125_6.125|layer3|50-50,51.125_6.125,layer3,50-50,2,1,0.23693879663961928,1.825576417598589
51.375_-106.375|layer3|50-50,51.375_-106.375,layer3,50-50,2,1,0.14350079064464646,15.788059588835454
51.375_-106.625|layer3|50-50,51.375_-106.625,layer3,50-50,2,1,0.14525592766287337,27.992252601800924
51.625_-1.375|layer3|50-50,51.625_-1.375,layer3,50-50,2,1,0.16609954097301952,40.80287719175394
51.625_0.375|layer3|50-50,51.625_0.375,layer3,50-50,2,1,0.25411890366834083,24.133322323920314
52.125_0.875|layer3|50-50,52.125_0.875,layer3,50-50,2,1,0.27567702763880475,3.3415604695741927
52.125_6.375|layer3|40-40,52.125_6.375,layer3,40-40,2,1,0.2725469323300657,8.625709002880077
52.125_6.625|layer3|40-40,52.125_6.625,layer3,40-40,2,1,0.17828050414887756,15.244438963863407
52.375_0.875|layer3|50-50,52.375_0.875,layer3,50-50,2,1,0.0354861998732987,3.117375449767628
52.375_13.375|layer3|45-45,52.375_13.375,layer3,45-45,3,2,0.1386159796027912,51.81199272025158
52.375_13.625|layer3|45-45,52.375_13.625,layer3,45-45,3,2,0.06818935416666666,131.44772154835704
52.375_6.875|layer3|40-40,52.375_6.875,layer3,40-40,4,3,0.24772225852337312,12.90106892703844
52.625_-0.875|layer3|50-50,52.625_-0.875,layer3,50-50,2,1,0.4319672128326043,2.9738880464890203
52.625_13.125|layer3|45-45,52.625_13.125,layer3,45-45,2,1,0.09824432186530477,19.807454303915957
52.625_13.375|layer3|45-45,52.625_13.375,layer3,45-45,2,1,0.14030506368681167,32.824404922468275
52.625_13.625|layer3|45-45,52.625_13.625,layer3,45-45,2,1,0.19357512808905447,13.272803185404419
53.625_22.875|layer3|50-50,53.625_22.875,layer3,50-50,2,1,0.47946827886710236,1.5969578500948383
53.875_-1.375|layer3|50-50,53.875_-1.375,layer3,50-50,2,1,0.2786868339177698,2.7080171989511572
53.875_12.125|layer3|50-50,53.875_12.125,layer3,50-50,2,1,0.2552178043319796,9.368399903205278
54.375_-6.125|layer3|50-50,54.375_-6.125,layer3,50-50,2,1,0.317774411192672,3.517498459834117
54.875_-6.125|layer3|50-50,54.875_-6.125,layer3,50-50,2,1,0.29529780036060727,5.868420842288206
60.625_-150.375|layer3|50-50,60.625_-150.375,layer3,50-50,2,1,0.233607850188645,0.6068822697770743
64.625_-148.375|layer3|50-50,64.625_-148.375,layer3,50-50,3,2,0.19042590189873418,47.987150277441714
67.375_26.625|layer3|40-40,67.375_26.625,layer3,40-40,3,2,0.08730934589220304,112.05626822442306
9.625_1.625|layer3|40-40,9.625_1.625,layer3,40-40,2,1,0.09250510689115925,5.338446366023993
9.875_1.625|layer3|40-40,9.875_1.625,layer3,40-40,2,1,0.2931245013605448,6.362553241459139
