key,grid,layer,depth_interval,overlap_corr_median,overlap_corr_mean,n_final_secondary_pairs,total_gapfilled_days
48.125_15.125|layer2|20-20,48.125_15.125,layer2,20-20,0.8310726626134697,0.8316223470659466,10,170
48.375_-105.125|layer2|20-20,48.375_-105.125,layer2,20-20,0.7278929091278337,0.7278929091278337,1,351
48.625_-120.625|layer2|20-20,48.625_-120.625,layer2,20-20,0.9328252607712596,0.9328252607712596,1,19
49.375_-97.875|layer2|20-20,49.375_-97.875,layer2,20-20,0.8435447178926617,0.8435447178926617,2,20
49.625_-97.875|layer2|20-20,49.625_-97.875,layer2,20-20,0.4684178919245536,0.5093694585323056,4,43
49.625_-98.125|layer2|20-20,49.625_-98.125,layer2,20-20,0.8866226599130529,0.8046636568842161,7,123
49.875_-97.375|layer2|20-20,49.875_-97.375,layer2,20-20,0.8631386895298616,0.8631386895298616,2,8
49.875_-97.875|layer2|20-20,49.875_-97.875,layer2,20-20,0.9173149478735072,0.9173149478735072,1,1
50.125_-97.625|layer2|20-20,50.125_-97.625,layer2,20-20,0.6758618121909371,0.7496598128838993,3,17
50.875_-2.625|layer2|15-15,50.875_-2.625,layer2,15-15,0.9063523943487368,0.9063523943487368,1,226
50.875_6.375|layer2|20-20,50.875_6.375,layer2,20-20,0.6839108803971444,0.7732248061035341,5,326
51.125_6.125|layer2|20-20,51.125_6.125,layer2,20-20,0.8880142465725606,0.8880142465725606,1,28
51.375_-106.375|layer2|20-20,51.375_-106.375,layer2,20-20,0.8157140822114576,0.8157140822114576,1,15
51.375_-106.625|layer2|20-20,51.375_-106.625,layer2,20-20,0.9021480614691192,0.9021480614691192,2,11
51.625_-1.375|layer2|15-15,51.625_-1.375,layer2,15-15,0.8347902920363268,0.8347902920363268,1,4
51.625_0.375|layer2|15-15,51.625_0.375,layer2,15-15,0.9367045519516718,0.9367045519516718,1,9
52.125_0.875|layer2|25-25,52.125_0.875,layer2,25-25,0.9685873838595576,0.9685873838595576,1,8
52.125_6.375|layer2|20-20,52.125_6.375,layer2,20-20,0.778175066672711,0.778175066672711,2,926
52.125_6.625|layer2|20-20,52.125_6.625,layer2,20-20,0.7819041836088193,0.7817667247323085,3,1903
52.375_13.375|layer2|25-25,52.375_13.375,layer2,25-25,0.4422480435540264,0.4422480435540264,1,29
52.375_13.625|layer2|15-15,52.375_13.625,layer2,15-15,0.8359430978541643,0.8359430978541643,2,74
52.375_6.375|layer2|20-20,52.375_6.375,layer2,20-20,0.6177817084492523,0.6177817084492523,2,109
52.375_6.625|layer2|20-20,52.375_6.625,layer2,20-20,0.7001826634816288,0.7001826634816288,1,236
52.375_6.875|layer2|20-20,52.375_6.875,layer2,20-20,0.7516930622424425,0.7510944848807596,4,1107
52.625_-0.875|layer2|15-15,52.625_-0.875,layer2,15-15,0.9164498004422454,0.9164498004422454,1,23
52.625_13.125|layer2|25-25,52.625_13.125,layer2,25-25,0.9145743395321948,0.9145743395321948,1,21
52.625_13.375|layer2|25-25,52.625_13.375,layer2,25-25,0.7233257461395528,0.7233257461395528,2,13
52.625_13.625|layer2|15-15,52.625_13.625,layer2,15-15,0.9308214689902552,0.9308214689902552,1,6
53.375_-0.625|layer2|25-25,53.375_-0.625,layer2,25-25,0.8351274780268962,0.8351274780268962,1,1
53.625_22.875|layer2|20-20,53.625_22.875,layer2,20-20,0.8385304480710353,0.8385304480710353,2,77
53.875_-1.375|layer2|25-25,53.875_-1.375,layer2,25-25,0.9333189481980848,0.9333189481980848,1,3
54.375_-6.125|layer2|25-25,54.375_-6.125,layer2,25-25,0.8673902889168363,0.8673902889168363,1,65
54.375_-7.375|layer2|25-25,54.375_-7.375,layer2,25-25,0.9405272525225544,0.9405272525225544,1,15
54.875_-6.125|layer2|15-15,54.875_-6.125,layer2,15-15,0.7373288140322694,0.7373288140322694,1,4
55.875_8.875|layer2|20-25,55.875_8.875,layer2,20-25,0.6074200167038428,0.611033069618397,4,331
55.875_9.125|layer2|20-25,55.875_9.125,layer2,20-25,0.6698825587744103,0.7007685052266482,3,113
55.875_9.375|layer2|20-25,55.875_9.375,layer2,20-25,0.7268719480881843,0.7268719480881843,2,255
56.125_9.125|layer2|20-25,56.125_9.125,layer2,20-25,0.759853730571878,0.6732235624944578,5,123
56.375_32.875|layer2|15-15,56.375_32.875,layer2,15-15,0.6198823526045182,0.6198823526045182,1,25
6.125_-0.375|layer2|30-30,6.125_-0.375,layer2,30-30,0.4082006280008491,0.4082006280008491,1,48
60.625_-150.375|layer2|20-20,60.625_-150.375,layer2,20-20,0.4729345708394943,0.4729345708394943,2,747
64.625_-148.125|layer2|20-20,64.625_-148.125,layer2,20-20,0.3893691504195292,0.3893691504195292,1,68
64.625_-148.375|layer2|20-20,64.625_-148.375,layer2,20-20,0.747494994354939,0.747494994354939,2,80
65.125_-147.625|layer2|20-20,65.125_-147.625,layer2,20-20,0.7843875172210516,0.7843875172210516,1,144
67.375_26.625|layer2|20-20,67.375_26.625,layer2,20-20,0.507141129220742,0.5403182647554711,3,116
9.625_1.625|layer2|20-20,9.625_1.625,layer2,20-20,0.936976861978268,0.936976861978268,1,155
9.875_1.625|layer2|20-20,9.875_1.625,layer2,20-20,0.971448312466292,0.971448312466292,1,159
-40.875_175.875|layer3|37-43,-40.875_175.875,layer3,37-43,0.902134050846772,0.902134050846772,1,1
18.125_-67.125|layer3|50-50,18.125_-67.125,layer3,50-50,0.3163640359993006,0.3163640359993006,1,774
19.875_-155.375|layer3|50-50,19.875_-155.375,layer3,50-50,0.4662859837112948,0.4662859837112948,1,913
19.875_-155.625|layer3|50-50,19.875_-155.625,layer3,50-50,0.513952731681115,0.513952731681115,1,717
31.125_91.875|layer3|40-40,31.125_91.875,layer3,40-40,0.5739748399940773,0.5739748399940773,1,427
31.125_92.125|layer3|40-40,31.125_92.125,layer3,40-40,0.8243491370821869,0.8243491370821869,1,3
31.125_92.375|layer3|40-40,31.125_92.375,layer3,40-40,0.5336183422932259,0.5336183422932259,1,156
31.375_91.875|layer3|40-40,31.375_91.875,layer3,40-40,0.6311278444152657,0.5529135284296903,5,298
31.375_92.125|layer3|40-40,31.375_92.125,layer3,40-40,0.7685761042979677,0.7685761042979677,1,353
31.625_-110.125|layer3|50-50,31.625_-110.125,layer3,50-50,0.4920440644629662,0.5177319357300485,3,195
31.625_91.625|layer3|40-40,31.625_91.625,layer3,40-40,0.5177318175435448,0.5177318175435448,2,275
31.625_91.875|layer3|40-40,31.625_91.875,layer3,40-40,0.62519032242112,0.62519032242112,2,6
31.625_92.125|layer3|40-40,31.625_92.125,layer3,40-40,0.5806699683346594,0.5806699683346594,2,8
31.625_92.375|layer3|40-40,31.625_92.375,layer3,40-40,0.7839409106628428,0.7702537301761044,3,10
31.875_91.625|layer3|40-40,31.875_91.625,layer3,40-40,0.39201514710410235,0.39201514710410235,2,16
31.875_91.875|layer3|40-40,31.875_91.875,layer3,40-40,0.408059161254748,0.408059161254748,1,4
32.375_80.125|layer3|40-40,32.375_80.125,layer3,40-40,0.8722812777283152,0.8722812777283152,2,40
32.625_-106.625|layer3|50-50,32.625_-106.625,layer3,50-50,0.7419229618354117,0.7419229618354117,2,181
32.625_79.875|layer3|40-40,32.625_79.875,layer3,40-40,0.6108434077992142,0.6108434077992142,2,7
32.625_80.125|layer3|40-40,32.625_80.125,layer3,40-40,0.8459848292999106,0.8459848292999106,1,209
33.375_79.625|layer3|40-40,33.375_79.625,layer3,40-40,0.6645313010263634,0.6645313010263634,1,129
33.875_-83.375|layer3|50-50,33.875_-83.375,layer3,50-50,0.5848941340297034,0.6043570245208392,3,1430
33.875_102.125|layer3|40-40,33.875_102.125,layer3,40-40,0.8529814385556802,0.8709052097563473,3,419
34.375_-111.375|layer3|50-50,34.375_-111.375,layer3,50-50,0.4571146093530032,0.4571146093530032,1,599
34.875_-111.625|layer3|50-50,34.875_-111.625,layer3,50-50,0.5367137063279566,0.5367137063279566,2,685
34.875_-86.625|layer3|50-50,34.875_-86.625,layer3,50-50,0.5390677453482342,0.5528153360771542,5,2471
34.875_-98.125|layer3|35-35,34.875_-98.125,layer3,35-35,0.9672654857235612,0.9672654857235612,1,7
35.375_-82.625|layer3|50-50,35.375_-82.625,layer3,50-50,0.6583680600293462,0.6583680600293462,1,12
35.375_-98.875|layer3|35-35,35.375_-98.875,layer3,35-35,0.9202914438631428,0.9202914438631428,1,85
35.625_-96.875|layer3|35-35,35.625_-96.875,layer3,35-35,0.981493207551908,0.981493207551908,1,144
35.625_-98.125|layer3|35-35,35.625_-98.125,layer3,35-35,0.8899179521616492,0.8899179521616492,1,650
35.875_-97.125|layer3|50-50,35.875_-97.125,layer3,50-50,0.9447180197365088,0.9447180197365088,2,177
36.125_-105.625|layer3|50-50,36.125_-105.625,layer3,50-50,0.5341540514207987,0.5341540514207987,2,237
36.125_-106.875|layer3|50-50,36.125_-106.875,layer3,50-50,0.3989469540727349,0.3989469540727349,1,67
36.125_-97.125|layer3|50-50,36.125_-97.125,layer3,50-50,0.6201769917098982,0.6201769917098982,1,20
36.125_-97.625|layer3|50-50,36.125_-97.625,layer3,50-50,0.793461814180575,0.793461814180575,2,52
36.125_-99.125|layer3|35-35,36.125_-99.125,layer3,35-35,0.981032534250113,0.981032534250113,1,7
36.375_-115.625|layer3|50-50,36.375_-115.625,layer3,50-50,0.4082638578651735,0.417140374193471,3,1620
36.375_-115.875|layer3|50-50,36.375_-115.875,layer3,50-50,0.5487885649169973,0.5487885649169973,1,190
36.375_-96.875|layer3|50-50,36.375_-96.875,layer3,50-50,0.7062399354572387,0.7062399354572387,2,10
36.375_-97.125|layer3|50-50,36.375_-97.125,layer3,50-50,0.8539280232400297,0.8539280232400297,2,9
36.375_-97.875|layer3|50-50,36.375_-97.875,layer3,50-50,0.5439983031795509,0.5439983031795509,1,3
36.625_-101.625|layer3|50-50,36.625_-101.625,layer3,50-50,0.7355196195200545,0.7355196195200545,1,646
36.625_-97.375|layer3|35-35,36.625_-97.375,layer3,35-35,0.9399683113996568,0.9399683113996568,1,137
36.875_-96.375|layer3|35-35,36.875_-96.375,layer3,35-35,0.9699152427652784,0.9699152427652784,1,60
36.875_-97.125|layer3|50-50,36.875_-97.125,layer3,50-50,0.5073032049960823,0.5073032049960823,2,244
36.875_-97.875|layer3|50-50,36.875_-97.875,layer3,50-50,0.7961684962443176,0.7961684962443176,2,58
36.875_-98.375|layer3|35-35,36.875_-98.375,layer3,35-35,0.9267273997644312,0.9267273997644312,1,391
37.125_-105.125|layer3|50-50,37.125_-105.125,layer3,50-50,0.6529541717757626,0.6529541717757626,1,143
37.125_-95.875|layer3|35-35,37.125_-95.875,layer3,35-35,0.9186318980113088,0.9186318980113088,1,112
37.125_-97.375|layer3|35-35,37.125_-97.375,layer3,35-35,0.9361600581091142,0.9361600581091142,1,53
37.125_-97.875|layer3|50-50,37.125_-97.875,layer3,50-50,0.7699754676459671,0.7699754676459671,2,174
37.125_-98.125|layer3|50-50,37.125_-98.125,layer3,50-50,0.8968800867443594,0.8968800867443594,2,6
37.375_-106.875|layer3|50-50,37.375_-106.875,layer3,50-50,0.6581019296296018,0.6581019296296018,2,508
37.375_-112.625|layer3|50-50,37.375_-112.625,layer3,50-50,0.4962171473926197,0.4962171473926197,2,932
37.375_-113.875|layer3|50-50,37.375_-113.875,layer3,50-50,0.710186472936772,0.710186472936772,1,110
37.375_-96.125|layer3|35-35,37.375_-96.125,layer3,35-35,0.8522570389963305,0.8522570389963305,1,86
37.375_-99.375|layer3|35-35,37.375_-99.375,layer3,35-35,0.8831274708974564,0.8831274708974564,1,3
37.375_126.875|layer3|40-40,37.375_126.875,layer3,40-40,0.9198139199856565,0.9198139199856565,2,25
37.625_-112.625|layer3|50-50,37.625_-112.625,layer3,50-50,0.7170249908946227,0.7170249908946227,2,833
37.625_-112.875|layer3|50-50,37.625_-112.875,layer3,50-50,0.5639273058636382,0.6015651241035375,3,21
37.875_-109.375|layer3|50-50,37.875_-109.375,layer3,50-50,0.6169850098568714,0.6169850098568714,2,259
37.875_-111.875|layer3|50-50,37.875_-111.875,layer3,50-50,0.8423958656202685,0.8423958656202685,1,14
37.875_-97.125|layer3|35-35,37.875_-97.125,layer3,35-35,0.6658366280113998,0.6658366280113998,1,237
38.125_-111.375|layer3|50-50,38.125_-111.375,layer3,50-50,0.3909773843769561,0.3909773843769561,1,32
38.125_-119.125|layer3|50-50,38.125_-119.125,layer3,50-50,0.9375713594404071,0.9375713594404071,1,26
38.125_-120.875|layer3|40-40,38.125_-120.875,layer3,40-40,0.8764380417950459,0.8451645848292155,5,288
38.125_-95.625|layer3|35-35,38.125_-95.625,layer3,35-35,0.8982349818946617,0.8982349818946617,1,268
38.125_-97.625|layer3|35-35,38.125_-97.625,layer3,35-35,0.9470286810238489,0.9470286810238489,1,170
38.125_-99.375|layer3|35-35,38.125_-99.375,layer3,35-35,0.9534428625496164,0.9534428625496164,1,36
38.375_-109.375|layer3|50-50,38.375_-109.375,layer3,50-50,0.8368499068347021,0.8368499068347021,2,93
38.375_-112.375|layer3|50-50,38.375_-112.375,layer3,50-50,0.5830325404801192,0.5327459130842827,3,14
38.375_-119.375|layer3|50-50,38.375_-119.375,layer3,50-50,0.9698196059420828,0.9698196059420828,1,11
38.375_-119.625|layer3|50-50,38.375_-119.625,layer3,50-50,0.7485079921434911,0.7748985765171762,3,142
38.375_-120.875|layer3|40-40,38.375_-120.875,layer3,40-40,0.9158056749638315,0.9199931899983551,4,401
38.375_-97.375|layer3|35-35,38.375_-97.375,layer3,35-35,0.986584367233072,0.986584367233072,1,407
38.625_-119.625|layer3|50-50,38.625_-119.625,layer3,50-50,0.7195694423735672,0.7195694423735672,1,40
38.625_-119.875|layer3|50-50,38.625_-119.875,layer3,50-50,0.7857505012898638,0.7285363481858418,5,440
38.625_-92.125|layer3|50-50,38.625_-92.125,layer3,50-50,0.5237030569587213,0.5237030569587213,1,1
38.875_-106.625|layer3|50-50,38.875_-106.625,layer3,50-50,0.5063336449862644,0.5063336449862644,1,13
38.875_-111.625|layer3|50-50,38.875_-111.625,layer3,50-50,0.4946685501633182,0.46685216777859306,3,633
38.875_-112.125|layer3|50-50,38.875_-112.125,layer3,50-50,0.8260361971993421,0.8260361971993421,1,131
38.875_-119.875|layer3|50-50,38.875_-119.875,layer3,50-50,0.6126108373467517,0.6126108373467517,1,228
38.875_-120.125|layer3|50-50,38.875_-120.125,layer3,50-50,0.6664425730130433,0.6664425730130433,2,61
39.125_-106.875|layer3|50-50,39.125_-106.875,layer3,50-50,0.8926017069106729,0.8331743418431066,5,130
39.125_-111.375|layer3|50-50,39.125_-111.375,layer3,50-50,0.6127749352682522,0.6833551939495217,4,609
39.125_-111.625|layer3|50-50,39.125_-111.625,layer3,50-50,0.5845576522781679,0.591874486239685,4,84
39.125_-120.125|layer3|50-50,39.125_-120.125,layer3,50-50,0.711649841706793,0.711649841706793,1,19
39.375_-106.125|layer3|50-50,39.375_-106.125,layer3,50-50,0.7455119528575248,0.7695529549454148,5,518
39.375_-111.375|layer3|50-50,39.375_-111.375,layer3,50-50,0.7434730485432222,0.6846996107307901,6,144
39.375_-119.875|layer3|50-50,39.375_-119.875,layer3,50-50,0.533766780692492,0.533766780692492,2,124
39.375_-120.375|layer3|50-50,39.375_-120.375,layer3,50-50,0.8168505324764566,0.7755257615887072,4,51
39.375_-123.125|layer3|50-50,39.375_-123.125,layer3,50-50,0.40052622383318137,0.40052622383318137,2,126
39.625_-110.375|layer3|50-50,39.625_-110.375,layer3,50-50,0.8505493654216304,0.8505493654216304,2,103
39.625_-111.375|layer3|50-50,39.625_-111.375,layer3,50-50,0.6942794066359069,0.6942794066359069,1,63
39.875_-105.875|layer3|50-50,39.875_-105.875,layer3,50-50,0.8381609062140762,0.8381609062140762,1,658
39.875_-111.375|layer3|50-50,39.875_-111.375,layer3,50-50,0.6646792066594849,0.6646792066594849,2,242
39.875_-111.625|layer3|50-50,39.875_-111.625,layer3,50-50,0.8679313437260028,0.8731201016040157,4,873
40.125_-105.625|layer3|50-50,40.125_-105.625,layer3,50-50,0.6919686779402302,0.6919686779402302,1,3
40.375_-111.125|layer3|50-50,40.375_-111.125,layer3,50-50,0.7752113369682905,0.7752113369682905,1,7
40.375_-111.625|layer3|50-50,40.375_-111.625,layer3,50-50,0.878071222392672,0.878071222392672,2,57
40.375_-115.625|layer3|50-50,40.375_-115.625,layer3,50-50,0.8015296833810905,0.8015296833810905,1,42
40.625_-109.625|layer3|50-50,40.625_-109.625,layer3,50-50,0.6673688441817942,0.6673688441817942,1,19
40.625_-110.375|layer3|50-50,40.625_-110.375,layer3,50-50,0.3096167613542847,0.3096167613542847,1,33
40.625_-110.625|layer3|50-50,40.625_-110.625,layer3,50-50,0.46968924071864343,0.46968924071864343,2,4
40.625_-111.125|layer3|50-50,40.625_-111.125,layer3,50-50,0.773343301701326,0.773343301701326,1,1
40.625_-111.625|layer3|50-50,40.625_-111.625,layer3,50-50,0.8383809974589289,0.8516280835521559,7,392
40.625_-115.375|layer3|50-50,40.625_-115.375,layer3,50-50,0.7381539510875951,0.7381539510875951,1,8
40.875_-104.625|layer3|50-50,40.875_-104.625,layer3,50-50,0.7514600941900837,0.7514600941900837,2,1963
40.875_-106.625|layer3|50-50,40.875_-106.625,layer3,50-50,0.6314583906066258,0.6314583906066258,1,375
40.875_-110.125|layer3|50-50,40.875_-110.125,layer3,50-50,0.7375388035329353,0.7176287222331392,4,372
40.875_-110.625|layer3|50-50,40.875_-110.625,layer3,50-50,0.4132408526339472,0.4132408526339472,1,9
40.875_-110.875|layer3|50-50,40.875_-110.875,layer3,50-50,0.8758486966728176,0.8758486966728176,1,9
40.875_-111.125|layer3|50-50,40.875_-111.125,layer3,50-50,0.7482128344309,0.7482128344309,2,45
40.875_-111.625|layer3|50-50,40.875_-111.625,layer3,50-50,0.371949011013125,0.3738178269486279,5,1167
40.875_-111.875|layer3|50-50,40.875_-111.875,layer3,50-50,0.8279782595485994,0.7790208681878876,5,169
40.875_-115.125|layer3|50-50,40.875_-115.125,layer3,50-50,0.8442426241343193,0.8442426241343193,2,55
41.125_-111.375|layer3|50-50,41.125_-111.375,layer3,50-50,0.7561969847425899,0.7561969847425899,1,139
41.375_-111.375|layer3|50-50,41.375_-111.375,layer3,50-50,0.8679733182513208,0.8724471271030267,5,601
41.375_-111.875|layer3|50-50,41.375_-111.875,layer3,50-50,0.8532694315920841,0.8534669705896046,5,83
41.375_-71.625|layer3|50-50,41.375_-71.625,layer3,50-50,0.8132888852420138,0.8132888852420138,1,147
41.625_-115.375|layer3|50-50,41.625_-115.375,layer3,50-50,0.4834955837104162,0.4834955837104162,1,373
41.625_-116.125|layer3|50-50,41.625_-116.125,layer3,50-50,0.9170868524950238,0.9170868524950238,1,30
41.625_-117.625|layer3|50-50,41.625_-117.625,layer3,50-50,0.5344864077834823,0.5344864077834823,1,21
41.875_-111.625|layer3|50-50,41.875_-111.625,layer3,50-50,0.7793241477410977,0.7918439486237985,5,36
41.875_-115.125|layer3|50-50,41.875_-115.125,layer3,50-50,0.5840483955199236,0.5840483955199236,1,698
41.875_-116.125|layer3|50-50,41.875_-116.125,layer3,50-50,0.8832211944663416,0.8832211944663416,1,81
41.875_115.625|layer3|40-40,41.875_115.625,layer3,40-40,0.5364991172013163,0.5364991172013163,2,4
41.875_116.375|layer3|50-50,41.875_116.375,layer3,50-50,0.703384777260433,0.703384777260433,1,2
42.125_1.125|layer3|50-50,42.125_1.125,layer3,50-50,0.3986516698633669,0.3986516698633669,1,7
42.125_115.875|layer3|50-50,42.125_115.875,layer3,50-50,0.8065644464614391,0.8065644464614391,1,1
42.125_116.125|layer3|50-50,42.125_116.125,layer3,50-50,0.6763244117634648,0.6763244117634648,2,9
42.375_-83.625|layer3|50-50,42.375_-83.625,layer3,50-50,0.7559838305969251,0.747260375460074,4,82
42.375_1.875|layer3|50-50,42.375_1.875,layer3,50-50,0.6536109453318358,0.6536109453318358,1,29
42.375_115.625|layer3|50-50,42.375_115.625,layer3,50-50,0.6126831978800799,0.6126831978800799,1,5
42.375_115.875|layer3|50-50,42.375_115.875,layer3,50-50,0.98364599795642,0.98364599795642,1,1
43.125_12.125|layer3|35-45,43.125_12.125,layer3,35-45,0.9593156254203848,0.9593156254203848,1,1
43.375_12.125|layer3|35-45,43.375_12.125,layer3,35-45,0.7369882162803201,0.7369882162803201,1,97
43.625_-113.875|layer3|50-50,43.625_-113.875,layer3,50-50,0.6704681020566018,0.6704681020566018,1,349
43.625_-96.625|layer3|50-50,43.625_-96.625,layer3,50-50,0.4512145488328216,0.4512145488328216,1,777
44.125_-110.625|layer3|50-50,44.125_-110.625,layer3,50-50,0.5231465941666065,0.5231465941666065,1,593
44.625_-107.125|layer3|50-50,44.625_-107.125,layer3,50-50,0.681432510039019,0.681432510039019,2,130
44.625_8.625|layer3|40-40,44.625_8.625,layer3,40-40,0.612054479659131,0.612054479659131,1,100
44.625_9.125|layer3|40-40,44.625_9.125,layer3,40-40,0.9268378249741882,0.905587001248563,5,20
45.125_7.125|layer3|40-40,45.125_7.125,layer3,40-40,0.8154221443206532,0.8154221443206532,1,18
45.375_-74.875|layer3|50-50,45.375_-74.875,layer3,50-50,0.89594336568562,0.8016728502482598,4,299
45.375_-75.125|layer3|50-50,45.375_-75.125,layer3,50-50,0.44904185945073,0.6237306310051876,5,192
46.875_-121.625|layer3|50-50,46.875_-121.625,layer3,50-50,0.873153561491763,0.873153561491763,1,97
47.875_-117.125|layer3|50-50,47.875_-117.125,layer3,50-50,0.3057182294710567,0.3057182294710567,1,263
48.125_15.125|layer3|50-50,48.125_15.125,layer3,50-50,0.7094192524940086,0.7316118227879408,8,130
48.375_-105.125|layer3|50-50,48.375_-105.125,layer3,50-50,0.717868242558567,0.717868242558567,1,337
48.625_-120.625|layer3|50-50,48.625_-120.625,layer3,50-50,0.9096485194194008,0.9096485194194008,1,19
49.375_-97.875|layer3|50-50,49.375_-97.875,layer3,50-50,0.9259405606702416,0.9259405606702416,2,23
49.625_-97.875|layer3|50-50,49.625_-97.875,layer3,50-50,0.6064710707433659,0.5995035762968902,6,93
49.625_-98.125|layer3|50-50,49.625_-98.125,layer3,50-50,0.9050621532240368,0.8595882650483918,7,106
49.875_-97.375|layer3|50-50,49.875_-97.375,layer3,50-50,0.8921076486304177,0.8921076486304177,1,3
49.875_-97.875|layer3|50-50,49.875_-97.875,layer3,50-50,0.9590049052556144,0.9590049052556144,2,49
50.125_-97.625|layer3|50-50,50.125_-97.625,layer3,50-50,0.7484511556986938,0.7484511556986938,2,22
50.625_6.375|layer3|50-50,50.625_6.375,layer3,50-50,0.90346632307539,0.90346632307539,1,1
50.875_-2.625|layer3|50-50,50.875_-2.625,layer3,50-50,0.966173840017557,0.966173840017557,1,91
50.875_6.375|layer3|50-50,50.875_6.375,layer3,50-50,0.7034815669553413,0.7614382358299642,5,538
51.125_0.375|layer3|50-50,51.125_0.375,layer3,50-50,0.9028523095435492,0.9028523095435492,1,1
51.125_6.125|layer3|50-50,51.125_6.125,layer3,50-50,0.930357117389196,0.930357117389196,1,26
51.375_-106.375|layer3|50-50,51.375_-106.375,layer3,50-50,0.6978754015662927,0.6978754015662927,1,9
51.375_-106.625|layer3|50-50,51.375_-106.625,layer3,50-50,0.8545199120296215,0.8545199120296215,1,13
51.625_-1.375|layer3|50-50,51.625_-1.375,layer3,50-50,0.7578258458237739,0.7578258458237739,1,5
51.625_0.375|layer3|50-50,51.625_0.375,layer3,50-50,0.8670043897994218,0.8670043897994218,1,11
52.125_0.875|layer3|50-50,52.125_0.875,layer3,50-50,0.9605517820646629,0.9605517820646629,1,2
52.125_6.375|layer3|40-40,52.125_6.375,layer3,40-40,0.7188899719942969,0.7188899719942969,1,70
52.125_6.625|layer3|40-40,52.125_6.625,layer3,40-40,0.7737210942472509,0.7737210942472509,1,68
52.375_0.875|layer3|50-50,52.375_0.875,layer3,50-50,0.8319265943685435,0.8319265943685435,1,4
52.375_13.375|layer3|45-45,52.375_13.375,layer3,45-45,0.5641010902245662,0.5641010902245662,2,22
52.375_13.625|layer3|45-45,52.375_13.625,layer3,45-45,0.6533284180020656,0.6533284180020656,2,55
52.375_6.875|layer3|40-40,52.375_6.875,layer3,40-40,0.7150156209516254,0.6783909595937033,3,447
52.625_-0.875|layer3|50-50,52.625_-0.875,layer3,50-50,0.9422089331797758,0.9422089331797758,1,3
52.625_13.125|layer3|45-45,52.625_13.125,layer3,45-45,0.827138246780759,0.827138246780759,1,21
52.625_13.375|layer3|45-45,52.625_13.375,layer3,45-45,0.7428946441977735,0.7428946441977735,1,12
52.625_13.625|layer3|45-45,52.625_13.625,layer3,45-45,0.9566427148604292,0.9566427148604292,1,10
53.625_22.875|layer3|50-50,53.625_22.875,layer3,50-50,0.4624212555587037,0.4624212555587037,1,23
53.875_-1.375|layer3|50-50,53.875_-1.375,layer3,50-50,0.972194034209162,0.972194034209162,1,22
53.875_12.125|layer3|50-50,53.875_12.125,layer3,50-50,0.7467898864164597,0.7467898864164597,1,2
54.375_-6.125|layer3|50-50,54.375_-6.125,layer3,50-50,0.9014784166742692,0.9014784166742692,1,10
54.875_-6.125|layer3|50-50,54.875_-6.125,layer3,50-50,0.9131883790793066,0.9131883790793066,1,10
60.625_-150.375|layer3|50-50,60.625_-150.375,layer3,50-50,0.5453572270602676,0.5453572270602676,1,975
64.625_-148.375|layer3|50-50,64.625_-148.375,layer3,50-50,0.6753610000887756,0.6753610000887756,2,35
67.375_26.625|layer3|40-40,67.375_26.625,layer3,40-40,0.456282569007359,0.456282569007359,2,116
9.625_1.625|layer3|40-40,9.625_1.625,layer3,40-40,0.8685365398796476,0.8685365398796476,1,29
9.875_1.625|layer3|40-40,9.875_1.625,layer3,40-40,0.9471284182404658,0.9471284182404658,1,231
