,layer1
2007-05-24,0.29317
2007-05-25,0.28486
2007-05-26,0.28085
2007-05-27,0.26834
2007-05-28,0.2586
2007-05-29,0.25546
2007-05-30,0.24871
2007-05-31,0.24097
2007-06-01,0.23283
2007-06-02,0.22712
2007-06-03,0.22019
2007-06-04,0.21539
2007-06-05,0.21031
2007-06-06,0.2325
2007-06-07,0.30784
2007-06-08,0.32036
2007-06-09,0.31449
2007-06-10,0.29317
2007-06-11,0.27499
2007-06-12,0.26253
2007-06-13,0.24871
2007-06-14,0.23727
2007-06-15,0.22581
2007-06-16,0.21778
2007-06-17,0.20835
2007-06-18,0.20583
2007-06-19,0.2022
2007-06-20,0.19984
2007-06-21,0.19495
2007-06-22,0.1924
2007-06-23,0.1867
2007-06-24,0.18386
2007-06-25,0.17941
2007-06-26,0.17834
2007-06-27,0.17898
2007-06-28,0.17486
2007-06-29,0.16611
2007-06-30,0.1636
2007-07-01,0.16324
2007-07-02,0.16272
2007-07-03,0.16292
2007-07-04,0.16359
2007-07-05,0.1631
2007-07-06,0.16201
2007-07-07,0.16701
2007-07-08,0.17037
2007-07-09,0.16696
2007-07-10,0.1665
2007-07-11,0.16691
2007-07-12,0.16669
2007-07-13,0.17628
2007-07-14,0.17011
2007-07-15,0.16678
2007-07-16,0.16807
2007-07-17,0.17573
2007-07-18,0.17526
2007-07-19,0.16261
2007-07-20,0.15572
2007-07-21,0.14942
2007-07-22,0.15028
2007-07-23,0.14952
2007-07-24,0.15739
2007-07-25,0.22072
2007-07-26,0.2633
2007-07-27,0.27479
2007-07-28,0.25085
2007-07-29,0.23238
2007-07-30,0.22095
2007-07-31,0.21215
2007-08-01,0.2058
2007-08-02,0.21285
2007-08-03,0.2326
2007-08-04,0.22887
2007-08-05,0.22208
2007-08-06,0.23421
2007-08-07,0.21269
2007-08-08,0.19815
2007-08-09,0.19052
2007-08-10,0.17825
2007-08-11,0.17171
2007-08-12,0.16116
2007-08-13,0.15921
2007-08-14,0.1574
2007-08-15,0.16532
2007-08-16,0.16082
2007-08-17,0.17135
2007-08-18,0.18453
2007-08-19,0.18687
2007-08-20,0.18216
2007-08-21,0.17562
2007-08-22,0.17193
2007-08-23,0.18931
2007-08-24,0.18601
2007-08-25,0.17988
2007-08-26,0.17219
2007-08-27,0.17076
2007-08-28,0.1698
2007-08-29,0.16574
2007-08-30,0.16516
2007-08-31,0.16452
2007-09-01,0.16425
2007-09-02,0.1651
2007-09-03,0.17381
2007-09-04,0.17056
2007-09-05,0.22522
2007-09-06,0.25761
2007-09-07,0.24328
2007-09-08,0.22362
2007-09-09,0.21424
2007-09-10,0.20868
2007-09-11,0.20377
2007-09-12,0.19691
2007-09-13,0.18692
2007-09-14,0.18173
2007-09-15,0.17846
2007-09-16,0.16621
2007-09-17,0.1609
2007-09-18,0.16263
2007-09-19,0.1592
2007-09-20,0.15109
2007-09-21,0.14571
2007-09-22,0.14143
2007-09-23,0.25503
2007-09-24,0.2936
2007-09-25,0.27678
2007-09-26,0.25854
2007-09-27,0.24475
2007-09-28,0.22737
2007-09-29,0.23605
2007-09-30,0.25994
2007-10-01,0.25163
2007-10-02,0.25128
2007-10-03,0.24082
2007-10-04,0.23139
2007-10-05,0.22851
2007-10-06,0.29302
2007-10-07,0.29709
2007-10-08,0.285
2007-10-09,0.28311
2007-10-10,0.27519
2007-10-11,0.26177
2007-10-12,0.2535
2007-10-13,0.24842
2007-10-14,0.25537
2007-10-15,0.24803
2007-10-16,0.23819
2007-10-17,0.26492
2007-10-18,0.28392
2007-10-19,0.28009
2007-10-20,0.30533
2007-10-21,0.30485
2007-10-22,0.29319
2007-10-23,0.29338
2007-10-24,0.30252
2007-10-25,0.30252
2007-10-26,0.29665
2007-10-27,0.29037
2007-10-28,0.28418
2007-10-29,0.27838
2007-10-30,0.27615
2007-10-31,0.29475
2007-11-01,0.28421
2007-11-02,0.27724
2007-11-03,0.27056
2007-11-04,0.26569
2007-11-05,0.2616
2007-11-06,0.25917
2007-11-07,0.25667
2007-11-08,0.25379
2007-11-09,0.25255
2007-11-10,0.25126
2007-11-11,0.25559
2007-11-12,0.27523
2007-11-13,0.27298
2007-11-14,0.28021
2007-11-15,0.27486
2007-11-16,0.27207
2007-11-17,0.27087
2007-11-18,0.27069
2007-11-19,0.26526
2007-11-20,0.2618
2007-11-21,0.26064
2007-11-22,0.26078
2007-11-23,0.26141
2007-11-24,0.26118
2007-11-25,0.26091
2007-11-26,0.26054
2007-11-27,0.26007
2007-11-28,0.25937
2007-11-29,0.25911
2007-11-30,0.25916
2007-12-01,0.25936
2007-12-02,0.25917
2007-12-03,0.25951
2007-12-04,0.26147
2007-12-05,0.26527
2007-12-06,0.26584
2007-12-07,0.26622
2007-12-08,0.26713
2007-12-09,0.266
2007-12-10,0.26412
2007-12-11,0.26335
2007-12-12,0.26265
2007-12-13,0.26349
2007-12-14,0.26173
2007-12-15,0.2612
2007-12-16,0.26158
2007-12-17,0.26122
2007-12-18,0.26086
2007-12-19,0.26035
2007-12-20,0.26038
2007-12-21,0.2608
2007-12-22,0.2598
2007-12-23,0.25915
2007-12-24,0.26145
2007-12-25,0.26171
2007-12-26,0.26162
2007-12-27,0.26282
2007-12-28,0.26284
2007-12-29,0.26162
2007-12-30,0.26191
2007-12-31,0.26143
2008-01-01,0.26658
2008-01-02,0.26541
2008-01-03,0.26572
2008-01-04,0.26387
2008-01-05,0.26677
2008-01-06,0.26981
2008-01-07,0.26935
2008-01-08,0.26918
2008-01-09,0.26905
2008-01-10,0.27019
2008-01-11,0.26926
2008-01-12,0.26867
2008-01-13,0.26733
2008-01-14,0.26671
2008-01-15,0.26671
2008-01-16,0.26635
2008-01-17,0.26608
2008-01-18,0.26682
2008-01-19,0.26721
2008-01-20,0.26693
2008-01-21,0.26661
2008-01-22,0.26634
2008-01-23,0.26696
2008-01-24,0.26712
2008-01-25,0.26764
2008-01-26,0.26758
2008-01-27,0.2671
2008-01-28,0.26696
2008-01-29,0.26689
2008-01-30,0.2666
2008-01-31,0.26593
2008-02-01,0.26536
2008-02-02,0.2646
2008-02-03,0.26354
2008-02-04,0.26359
2008-02-05,0.26325
2008-02-06,0.26316
2008-02-07,0.26283
2008-02-08,0.26221
2008-02-09,0.26125
2008-02-10,0.2604
2008-02-11,0.25945
2008-02-12,0.2588
2008-02-13,0.25798
2008-02-14,0.2576
2008-02-15,0.25692
2008-02-16,0.25659
2008-02-17,0.25636
2008-02-18,0.25546
2008-02-19,0.25542
2008-02-20,0.25569
2008-02-21,0.25624
2008-02-22,0.25584
2008-02-23,0.25533
2008-02-24,0.25455
2008-02-25,0.25843
2008-02-26,0.25897
2008-02-27,0.25994
2008-02-28,0.25986
2008-02-29,0.26223
2008-03-01,0.26373
2008-03-02,0.26596
2008-03-03,0.26393
2008-03-04,0.2613
2008-03-05,0.2599
2008-03-06,0.25901
2008-03-07,0.25797
2008-03-08,0.25694
2008-03-09,0.26145
2008-03-10,0.26801
2008-03-11,0.2698
2008-03-12,0.27357
2008-03-13,0.27424
2008-03-14,0.27708
2008-03-15,0.27646
2008-03-16,0.27579
2008-03-17,0.27358
2008-03-18,0.27369
2008-03-19,0.27828
2008-03-20,0.28118
2008-03-21,0.27976
2008-03-22,0.27892
2008-03-23,0.27655
2008-03-24,0.27711
2008-03-25,0.27818
2008-03-26,0.27852
2008-03-27,0.28429
2008-03-28,0.28075
2008-03-29,0.2797
2008-03-30,0.27785
2008-03-31,0.27941
2008-04-01,0.27736
2008-04-02,0.27769
2008-04-03,0.27951
2008-04-04,0.27921
2008-04-05,0.27906
2008-04-06,0.27749
2008-04-07,0.27712
2008-04-08,0.27786
2008-04-09,0.2761
2008-04-10,0.27532
2008-04-11,0.274
2008-04-12,0.27276
2008-04-13,0.26979
2008-04-14,0.27496
2008-04-15,0.32024
2008-04-16,0.30811
2008-04-17,0.30057
2008-04-18,0.29202
2008-04-19,0.29005
2008-04-20,0.32629
2008-04-21,0.31232
2008-04-22,0.30351
2008-04-23,0.29801
2008-04-24,0.31713
2008-04-25,0.31178
2008-04-26,0.30653
2008-04-27,0.30322
2008-04-28,0.30097
2008-04-29,0.33961
2008-04-30,0.35623
2008-05-01,0.3438
2008-05-02,0.33799
2008-05-03,0.33419
2008-05-04,0.33384
2008-05-05,0.36288
2008-05-06,0.37912
2008-05-07,0.38388
2008-05-08,0.38868
2008-05-09,0.38218
2008-05-10,0.37997
2008-05-11,0.37103
2008-05-12,0.37808
2008-05-13,0.37117
2008-05-14,0.37354
2008-05-15,0.37968
2008-05-16,0.37854
2008-05-17,0.37599
2008-05-18,0.37381
2008-05-19,0.36972
2008-05-20,0.36853
2008-05-21,0.37022
2008-05-22,0.37691
2008-05-23,0.39899
2008-05-24,0.39617
2008-05-25,0.38804
2008-05-26,0.3854
2008-05-27,0.38911
2008-05-28,0.37811
2008-05-29,0.36531
2008-05-30,0.35293
2008-05-31,0.34128
2008-06-01,0.32939
2008-06-02,0.31696
2008-06-03,0.30878
2008-06-04,0.32314
2008-06-05,0.32844
2008-06-06,0.32398
2008-06-07,0.33127
2008-06-08,0.32386
2008-06-09,0.30973
2008-06-10,0.30324
2008-06-11,0.31404
2008-06-12,0.31538
2008-06-13,0.30839
2008-06-14,0.29588
2008-06-15,0.28326
2008-06-16,0.27274
2008-06-17,0.26351
2008-06-18,0.25188
2008-06-19,0.24439
2008-06-20,0.23874
2008-06-21,0.23276
2008-06-22,0.22464
2008-06-23,0.21792
2008-06-24,0.21595
2008-06-25,0.2155
2008-06-26,0.2115
2008-06-27,0.20796
2008-06-28,0.20338
2008-06-29,0.20037
2008-06-30,0.19892
2008-07-01,0.19492
2008-07-02,0.19404
2008-07-03,0.1913
2008-07-04,0.18896
2008-07-05,0.18884
2008-07-06,0.18713
2008-07-07,0.1917
2008-07-08,0.18845
2008-07-09,0.18599
2008-07-10,0.18377
2008-07-11,0.17824
2008-07-12,0.17821
2008-07-13,0.17793
2008-07-14,0.17694
2008-07-15,0.1757
2008-07-16,0.17901
2008-07-17,0.18097
2008-07-18,0.17496
2008-07-19,0.16887
2008-07-20,0.16846
2008-07-21,0.17195
2008-07-22,0.18262
2008-07-23,0.18183
2008-07-24,0.17508
2008-07-25,0.16781
2008-07-26,0.16006
2008-07-27,0.16171
2008-07-28,0.16474
2008-07-29,0.16393
2008-07-30,0.16139
2008-07-31,0.15576
2008-08-01,0.15528
2008-08-02,0.15436
2008-08-03,0.15433
2008-08-04,0.15318
2008-08-05,0.1536
2008-08-06,0.16888
2008-08-07,0.16932
2008-08-08,0.1766
2008-08-09,0.17988
2008-08-10,0.17735
2008-08-11,0.17371
2008-08-12,0.1706
2008-08-13,0.166
2008-08-14,0.16125
2008-08-15,0.15949
2008-08-16,0.15379
2008-08-17,0.14871
2008-08-18,0.14558
2008-08-19,0.14604
2008-08-20,0.14645
2008-08-21,0.14413
2008-08-22,0.14439
2008-08-23,0.1472
2008-08-24,0.14615
2008-08-25,0.14028
2008-08-26,0.13917
2008-08-27,0.13887
2008-08-28,0.13561
2008-08-29,0.1365
2008-08-30,0.13941
2008-08-31,0.14339
2008-09-01,0.2713
2008-09-02,0.26892
2008-09-03,0.24893
2008-09-04,0.23353
2008-09-05,0.22001
2008-09-06,0.20617
2008-09-07,0.19708
2008-09-08,0.19308
2008-09-09,0.18897
2008-09-10,0.19042
2008-09-11,0.20687
2008-09-12,0.21047
2008-09-13,0.20279
2008-09-14,0.19666
2008-09-15,0.19124
2008-09-16,0.18603
2008-09-17,0.1809
2008-09-18,0.1745
2008-09-19,0.17305
2008-09-20,0.17324
2008-09-21,0.19314
2008-09-22,0.21307
2008-09-23,0.23356
2008-09-24,0.2248
2008-09-25,0.215
2008-09-26,0.20746
2008-09-27,0.20204
2008-09-28,0.1979
2008-09-29,0.19536
2008-09-30,0.19056
2008-10-01,0.18485
2008-10-02,0.18063
2008-10-03,0.18391
2008-10-04,0.21342
2008-10-05,0.28545
2008-10-06,0.27412
2008-10-07,0.25878
2008-10-08,0.24291
2008-10-09,0.23506
2008-10-10,0.23399
2008-10-11,0.23173
2008-10-12,0.23296
2008-10-13,0.2321
2008-10-14,0.23292
2008-10-15,0.25056
2008-10-16,0.27033
2008-10-17,0.27594
2008-10-18,0.27302
2008-10-19,0.2635
2008-10-20,0.25594
2008-10-21,0.25292
2008-10-22,0.2493
2008-10-23,0.2456
2008-10-24,0.23816
2008-10-25,0.23089
2008-10-26,0.2239
2008-10-27,0.21884
2008-10-28,0.21553
2008-10-29,0.21101
2008-10-30,0.2053
2008-10-31,0.20214
2008-11-01,0.20328
2008-11-02,0.2133
2008-11-03,0.2838
2008-11-04,0.30174
2008-11-05,0.3028
2008-11-06,0.28927
2008-11-07,0.28157
2008-11-08,0.28288
2008-11-09,0.29389
2008-11-10,0.31917
2008-11-11,0.32602
2008-11-12,0.32057
2008-11-13,0.34011
2008-11-14,0.34919
2008-11-15,0.33415
2008-11-16,0.32991
2008-11-17,0.33501
2008-11-18,0.338
2008-11-19,0.33667
2008-11-20,0.33199
2008-11-21,0.32316
2008-11-22,0.31784
2008-11-23,0.3152
2008-11-24,0.31278
2008-11-25,0.31165
2008-11-26,0.31155
2008-11-27,0.31193
2008-11-28,0.31092
2008-11-29,0.30799
2008-11-30,0.31074
2008-12-01,0.3146
2008-12-02,0.31615
2008-12-03,0.31953
2008-12-04,0.31454
2008-12-05,0.31016
2008-12-06,0.30791
2008-12-07,0.30645
2008-12-08,0.30469
2008-12-09,0.30275
2008-12-10,0.30114
2008-12-11,0.30014
2008-12-12,0.29928
2008-12-13,0.29894
2008-12-14,0.29898
2008-12-15,0.29838
2008-12-16,0.29766
2008-12-17,0.29765
2008-12-18,0.29747
2008-12-19,0.29695
2008-12-20,0.29649
2008-12-21,0.29609
2008-12-22,0.2953
2008-12-23,0.29718
2008-12-24,0.29852
2008-12-25,0.29807
2008-12-26,0.29805
2008-12-27,0.3033
2008-12-28,0.30269
2008-12-29,0.30156
2008-12-30,0.30072
2008-12-31,0.29971
2009-01-01,0.29879
2009-01-02,0.29786
2009-01-03,0.30051
2009-01-04,0.30029
2009-01-05,0.30023
2009-01-06,0.29911
2009-01-07,0.29817
2009-01-08,0.29648
2009-01-09,0.29511
2009-01-10,0.2934
2009-01-11,0.29304
2009-01-12,0.29226
2009-01-13,0.2926
2009-01-14,0.29123
2009-01-15,0.29152
2009-01-16,0.29129
2009-01-17,0.29161
2009-01-18,0.29172
2009-01-19,0.29111
2009-01-20,0.29158
2009-01-21,0.29198
2009-01-22,0.29234
2009-01-23,0.29298
2009-01-24,0.29816
2009-01-25,0.30684
2009-01-26,0.305
2009-01-27,0.3028
2009-01-28,0.30131
2009-01-29,0.30019
2009-01-30,0.29837
2009-01-31,0.29726
2009-02-01,0.29676
2009-02-02,0.29633
2009-02-03,0.29552
2009-02-04,0.29394
2009-02-05,0.29398
2009-02-06,0.2934
2009-02-07,0.29457
2009-02-08,0.29448
2009-02-09,0.29362
2009-02-10,0.29341
2009-02-11,0.29291
2009-02-12,0.29282
2009-02-13,0.29224
2009-02-14,0.29183
2009-02-15,0.29058
2009-02-16,0.28868
2009-02-17,0.28742
2009-02-18,0.2872
2009-02-19,0.28514
2009-02-20,0.28387
2009-02-21,0.28333
2009-02-22,0.28264
2009-02-23,0.28169
2009-02-24,0.29152
2009-02-25,0.33146
2009-02-26,0.32799
2009-02-27,0.32345
2009-02-28,0.31666
2009-03-01,0.31261
2009-03-02,0.31177
2009-03-03,0.32011
2009-03-04,0.35009
2009-03-05,0.34576
2009-03-06,0.33629
2009-03-07,0.33079
2009-03-08,0.32558
2009-03-09,0.32253
2009-03-10,0.32015
2009-03-11,0.31865
2009-03-12,0.31654
2009-03-13,0.31414
2009-03-14,0.31059
2009-03-15,0.30862
2009-03-16,0.31154
2009-03-17,0.31545
2009-03-18,0.33486
2009-03-19,0.34114
2009-03-20,0.3641
2009-03-21,0.38069
2009-03-22,0.39458
2009-03-23,0.3899
2009-03-24,0.37662
2009-03-25,0.37075
2009-03-26,0.36466
2009-03-27,0.3584
2009-03-28,0.35332
2009-03-29,0.35119
2009-03-30,0.34776
2009-03-31,0.3438
2009-04-01,0.3433
2009-04-02,0.33944
2009-04-03,0.33776
2009-04-04,0.33543
2009-04-05,0.33745
2009-04-06,0.33672
2009-04-07,0.33818
2009-04-08,0.33148
2009-04-09,0.33374
2009-04-10,0.34622
2009-04-11,0.3627
2009-04-12,0.37902
2009-04-13,0.3828
2009-04-14,0.3928
2009-04-15,0.41051
2009-04-16,0.39951
2009-04-17,0.39083
2009-04-18,0.39677
2009-04-19,0.40204
2009-04-20,0.40792
2009-04-21,0.409
2009-04-22,0.40725
2009-04-23,0.40592
2009-04-24,0.40685
2009-04-25,0.40285
2009-04-26,0.39753
2009-04-27,0.38717
2009-04-28,0.38397
2009-04-29,0.39543
2009-04-30,0.38857
2009-05-01,0.38964
2009-05-02,0.40307
2009-05-03,0.41389
2009-05-04,0.41056
2009-05-05,0.40951
2009-05-06,0.40462
2009-05-07,0.40369
2009-05-08,0.39693
2009-05-09,0.38638
2009-05-10,0.38697
2009-05-11,0.38889
2009-05-12,0.3875
2009-05-13,0.37908
2009-05-14,0.3738
2009-05-15,0.37689
2009-05-16,0.37406
2009-05-17,0.37047
2009-05-18,0.36518
2009-05-19,0.35772
2009-05-20,0.34661
2009-05-21,0.335
2009-05-22,0.32204
2009-05-23,0.31382
2009-05-24,0.33373
2009-05-25,0.35988
2009-05-26,0.35416
2009-05-27,0.35053
2009-05-28,0.33164
2009-05-29,0.31849
2009-05-30,0.30975
2009-05-31,0.31426
2009-06-01,0.31098
2009-06-02,0.33161
2009-06-03,0.33082
2009-06-04,0.317
2009-06-05,0.30637
2009-06-06,0.31402
2009-06-07,0.32747
2009-06-08,0.3658
2009-06-09,0.35283
2009-06-10,0.35769
2009-06-11,0.37924
2009-06-12,0.37727
2009-06-13,0.36348
2009-06-14,0.36811
2009-06-15,0.36122
2009-06-16,0.35186
2009-06-17,0.34941
2009-06-18,0.37357
2009-06-19,0.36569
2009-06-20,0.34927
2009-06-21,0.38626
2009-06-22,0.38365
2009-06-23,0.35914
2009-06-24,0.34158
2009-06-25,0.32424
2009-06-26,0.31523
2009-06-27,0.31519
2009-06-28,0.30041
2009-06-29,0.28765
2009-06-30,0.27828
2009-07-01,0.2742
2009-07-02,0.27668
2009-07-03,0.29458
2009-07-04,0.2879
2009-07-05,0.28012
2009-07-06,0.26822
2009-07-07,0.26284
2009-07-08,0.25305
2009-07-09,0.24738
2009-07-10,0.24266
2009-07-11,0.23895
2009-07-12,0.23536
2009-07-13,0.22962
2009-07-14,0.22416
2009-07-15,0.21986
2009-07-16,0.21426
2009-07-17,0.20813
2009-07-18,0.20478
2009-07-19,0.20482
2009-07-20,0.21339
2009-07-21,0.20826
2009-07-22,0.20387
2009-07-23,0.19983
2009-07-24,0.19852
2009-07-25,0.20236
2009-07-26,0.2004
2009-07-27,0.19486
2009-07-28,0.19375
2009-07-29,0.1942
2009-07-30,0.19703
2009-07-31,0.19616
2009-08-01,0.19153
2009-08-02,0.18719
2009-08-03,0.18415
2009-08-04,0.18511
2009-08-05,0.18342
2009-08-06,0.19309
2009-08-07,0.20019
2009-08-08,0.21392
2009-08-09,0.23102
2009-08-10,0.22137
2009-08-11,0.21145
2009-08-12,0.20009
2009-08-13,0.19392
2009-08-14,0.18951
2009-08-15,0.19873
2009-08-16,0.20106
2009-08-17,0.19595
2009-08-18,0.19164
2009-08-19,0.18575
2009-08-20,0.18275
2009-08-21,0.17967
2009-08-22,0.17716
2009-08-23,0.18054
2009-08-24,0.28199
2009-08-25,0.27368
2009-08-26,0.26323
2009-08-27,0.2431
2009-08-28,0.23007
2009-08-29,0.22123
2009-08-30,0.21789
2009-08-31,0.21423
2009-09-01,0.2096
2009-09-02,0.20427
2009-09-03,0.19921
2009-09-04,0.19566
2009-09-05,0.19385
2009-09-06,0.20375
2009-09-07,0.19663
2009-09-08,0.1908
2009-09-09,0.18751
2009-09-10,0.18487
2009-09-11,0.1822
2009-09-12,0.17968
2009-09-13,0.17686
2009-09-14,0.17582
2009-09-15,0.20661
2009-09-16,0.20424
2009-09-17,0.20093
2009-09-18,0.1975
2009-09-19,0.19464
2009-09-20,0.1952
2009-09-21,0.19506
2009-09-22,0.19237
2009-09-23,0.18831
2009-09-24,0.18428
2009-09-25,0.17848
2009-09-26,0.17521
2009-09-27,0.16944
2009-09-28,0.16853
2009-09-29,0.16418
2009-09-30,0.18849
2009-10-01,0.2169
2009-10-02,0.21306
2009-10-03,0.21542
2009-10-04,0.23414
2009-10-05,0.2956
2009-10-06,0.28263
2009-10-07,0.28092
2009-10-08,0.28464
2009-10-09,0.28472
2009-10-10,0.28708
2009-10-11,0.28138
2009-10-12,0.30078
2009-10-13,0.31161
2009-10-14,0.34156
2009-10-15,0.34536
2009-10-16,0.33255
2009-10-17,0.32049
2009-10-18,0.30934
2009-10-19,0.30225
2009-10-20,0.32941
2009-10-21,0.32588
2009-10-22,0.3152
2009-10-23,0.30617
2009-10-24,0.32198
2009-10-25,0.32875
2009-10-26,0.31698
2009-10-27,0.3098
2009-10-28,0.30865
2009-10-29,0.30622
2009-10-30,0.30409
2009-10-31,0.30303
2009-11-01,0.31087
2009-11-02,0.31471
2009-11-03,0.31306
2009-11-04,0.31251
2009-11-05,0.31125
2009-11-06,0.3045
2009-11-07,0.29616
2009-11-08,0.2915
2009-11-09,0.28793
2009-11-10,0.28593
2009-11-11,0.28571
2009-11-12,0.28474
2009-11-13,0.28738
2009-11-14,0.28715
2009-11-15,0.28912
2009-11-16,0.28835
2009-11-17,0.28853
2009-11-18,0.29104
2009-11-19,0.29055
2009-11-20,0.28963
2009-11-21,0.2896
2009-11-22,0.28823
2009-11-23,0.28827
2009-11-24,0.28719
2009-11-25,0.28661
2009-11-26,0.28717
2009-11-27,0.29087
2009-11-28,0.29077
2009-11-29,0.29106
2009-11-30,0.29199
2009-12-01,0.29258
2009-12-02,0.29174
2009-12-03,0.29054
2009-12-04,0.29015
2009-12-05,0.28975
2009-12-06,0.28933
2009-12-07,0.28879
2009-12-08,0.28797
2009-12-09,0.28545
2009-12-10,0.28554
2009-12-11,0.28503
2009-12-12,0.28481
2009-12-13,0.28327
2009-12-14,0.28327
2009-12-15,0.28216
2009-12-16,0.28101
2009-12-17,0.28009
2009-12-18,0.28
2009-12-19,0.28235
2009-12-20,0.28146
2009-12-21,0.28066
2009-12-22,0.27995
2009-12-23,0.27948
2009-12-24,0.281
2009-12-25,0.28143
2009-12-26,0.28137
2009-12-27,0.28249
2009-12-28,0.28342
2009-12-29,0.28221
2009-12-30,0.28108
2009-12-31,0.28075
2010-01-01,0.28591
2010-01-02,0.28578
2010-01-03,0.28695
2010-01-04,0.28638
2010-01-05,0.28598
2010-01-06,0.28527
2010-01-07,0.2821
2010-01-08,0.28188
2010-01-09,0.28196
2010-01-10,0.28161
2010-01-11,0.28292
2010-01-12,0.28511
2010-01-13,0.28486
2010-01-14,0.28409
2010-01-15,0.28284
2010-01-16,0.28232
2010-01-17,0.28239
2010-01-18,0.28221
2010-01-19,0.28199
2010-01-20,0.28111
2010-01-21,0.27959
2010-01-22,0.2792
2010-01-23,0.27916
2010-01-24,0.27881
2010-01-25,0.27877
2010-01-26,0.2787
2010-01-27,0.27792
2010-01-28,0.2784
2010-01-29,0.27871
2010-01-30,0.27907
2010-01-31,0.27908
2010-02-01,0.27931
2010-02-02,0.27916
2010-02-03,0.27805
2010-02-04,0.27771
2010-02-05,0.27763
2010-02-06,0.2766
2010-02-07,0.27482
2010-02-08,0.27553
2010-02-09,0.27591
2010-02-10,0.27515
2010-02-11,0.27209
2010-02-12,0.27182
2010-02-13,0.27139
2010-02-14,0.27241
2010-02-15,0.27111
2010-02-16,0.2703
2010-02-17,0.26869
2010-02-18,0.26836
2010-02-19,0.26987
2010-02-20,0.26837
2010-02-21,0.26746
2010-02-22,0.26773
2010-02-23,0.26803
2010-02-24,0.26716
2010-02-25,0.26706
2010-02-26,0.26757
2010-02-27,0.26801
2010-02-28,0.27293
2010-03-01,0.27765
2010-03-02,0.28005
2010-03-03,0.2827
2010-03-04,0.28625
2010-03-05,0.28901
2010-03-06,0.29023
2010-03-07,0.29043
2010-03-08,0.29101
2010-03-09,0.29178
2010-03-10,0.2894
2010-03-11,0.28594
2010-03-12,0.28559
2010-03-13,0.28739
2010-03-14,0.28748
2010-03-15,0.28994
2010-03-16,0.29217
2010-03-17,0.30756
2010-03-18,0.3343
2010-03-19,0.33324
2010-03-20,0.3239
2010-03-21,0.31734
2010-03-22,0.31533
2010-03-23,0.31479
2010-03-24,0.31028
2010-03-25,0.30696
2010-03-26,0.30685
2010-03-27,0.30662
2010-03-28,0.30467
2010-03-29,0.3039
2010-03-30,0.32033
2010-03-31,0.34678
2010-04-01,0.33484
2010-04-02,0.32837
2010-04-03,0.32326
2010-04-04,0.31987
2010-04-05,0.32069
2010-04-06,0.32269
2010-04-07,0.31957
2010-04-08,0.31969
2010-04-09,0.31864
2010-04-10,0.31617
2010-04-11,0.31536
2010-04-12,0.33998
2010-04-13,0.35974
2010-04-14,0.35051
2010-04-15,0.34916
2010-04-16,0.37128
2010-04-17,0.38666
2010-04-18,0.39372
2010-04-19,0.39605
2010-04-20,0.39603
2010-04-21,0.39578
2010-04-22,0.40546
2010-04-23,0.39677
2010-04-24,0.39451
2010-04-25,0.39241
2010-04-26,0.3846
2010-04-27,0.38593
2010-04-28,0.4
2010-04-29,0.38759
2010-04-30,0.37802
2010-05-01,0.3774
2010-05-02,0.37086
2010-05-03,0.36777
2010-05-04,0.38817
2010-05-05,0.37431
2010-05-06,0.37424
2010-05-07,0.36538
2010-05-08,0.36319
2010-05-09,0.37524
2010-05-10,0.38564
2010-05-11,0.39292
2010-05-12,0.40007
2010-05-13,0.3956
2010-05-14,0.39457
2010-05-15,0.39417
2010-05-16,0.38816
2010-05-17,0.38032
2010-05-18,0.37522
2010-05-19,0.38114
2010-05-20,0.37157
2010-05-21,0.36528
2010-05-22,0.38579
2010-05-23,0.38349
2010-05-24,0.39547
2010-05-25,0.39432
2010-05-26,0.38948
2010-05-27,0.3832
2010-05-28,0.37495
2010-05-29,0.37978
2010-05-30,0.37303
2010-05-31,0.35685
2010-06-01,0.35734
2010-06-02,0.35844
2010-06-03,0.34871
2010-06-04,0.34001
2010-06-05,0.33643
2010-06-06,0.32701
2010-06-07,0.31354
2010-06-08,0.32478
2010-06-09,0.3116
2010-06-10,0.32837
2010-06-11,0.35491
2010-06-12,0.39142
2010-06-13,0.38892
2010-06-14,0.37398
2010-06-15,0.35318
2010-06-16,0.34602
2010-06-17,0.37051
2010-06-18,0.34906
2010-06-19,0.33287
2010-06-20,0.31812
2010-06-21,0.30592
2010-06-22,0.29512
2010-06-23,0.28618
2010-06-24,0.2799
2010-06-25,0.27109
2010-06-26,0.26154
2010-06-27,0.25432
2010-06-28,0.24485
2010-06-29,0.2414
2010-06-30,0.24281
2010-07-01,0.24208
2010-07-02,0.23595
2010-07-03,0.23489
2010-07-04,0.23415
2010-07-05,0.22471
2010-07-06,0.21692
2010-07-07,0.21521
2010-07-08,0.21289
2010-07-09,0.21018
2010-07-10,0.20859
2010-07-11,0.20948
2010-07-12,0.21123
2010-07-13,0.20519
2010-07-14,0.20083
2010-07-15,0.19651
2010-07-16,0.19352
2010-07-17,0.19184
2010-07-18,0.18947
2010-07-19,0.18657
2010-07-20,0.18282
2010-07-21,0.18346
2010-07-22,0.20308
2010-07-23,0.19298
2010-07-24,0.18801
2010-07-25,0.18456
2010-07-26,0.18005
2010-07-27,0.17914
2010-07-28,0.18135
2010-07-29,0.20145
2010-07-30,0.19681
2010-07-31,0.19355
2010-08-01,0.19946
2010-08-02,0.19708
